Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,15179,-134.8475,79,,,,,,
,,,,,15244,-73.361946,65,,,,,,
,,,,,15318,-45.16439,74,,,,,,
,,,,,15396,-84.792114,78,,,,,,
,,,,,15486,-525.5676,90,,,,,,
,,,,,15599,-274.5891,113,,,,,,
,,,,,15716,-132.59467,117,,,,,,
,,,,,15812,-411.73868,96,,,,,,
,,,,,15917,-228.76399,105,,,,,,
,,,,,16004,-304.74686,87,,,,,,
,,,,,16117,-75.46796,113,,,,,,
,,,,,16205,-81.066826,88,,,,,,
,,,,,16282,-239.47348,77,,,,,,
,,,,,16405,-94.35574,123,,,,,,
,,,,,16495,-328.4687,90,,,,,,
,,,,,16575,-89.315285,80,,,,,,
,,,,,16706,-272.10394,131,,,,,,
,,,,,16787,-132.82935,81,,,,,,
,,,,,16871,-227.23877,84,,,,,,
,,,,,16968,-345.21384,97,,,,,,
,,,,,17028,-118.82485,60,,,,,,
,,,,,17137,-330.70508,109,,,,,,
,,,,,17225,-114.92769,88,,,,,,
,,,,,17303,-334.00742,78,,,,,,
,,,,,17376,-95.34583,73,,,,,,
,,,,,17468,-411.09903,92,,,,,,
,,,,,17538,-97.6439,70,,,,,,
,,,,,17652,-268.6685,114,,,,,,
,,,,,17732,-60.18997,80,,,,,,
,,,,,17867,-45.014545,135,,,,,,
,,,,,17937,-87.22469,70,,,,,,
,,,,,18021,-123.333275,84,,,,,,
,,,,,18146,-10.085419,125,,,,,,
,,,,,18242,-269.77765,96,,,,,,
,,,,,18326,-128.67975,84,,,,,,
,,,,,18442,-133.40424,116,,,,,,
,,,,,18502,-58.66542,60,,,,,,
,,,,,18588,-231.73607,86,,,,,,
,,,,,18684,-405.97076,96,,,,,,
,,,,,18774,-181.30959,90,,,,,,
,,,,,18845,-230.90541,71,,,,,,
,,,,,18932,-189.2231,87,,,,,,
,,,,,19016,-208.64626,84,,,,,,
,,,,,19107,-101.26845,91,,,,,,
,,,,,19225,-159.2305,118,,,,,,
,,,,,19319,-150.20265,94,,,,,,
,,,,,19442,-376.79208,123,,,,,,
,,,,,19514,-78.76233,72,,,,,,
,,,,,19600,-195.20792,86,,,,,,
,,,,,19684,-87.455734,84,,,,,,
,,,,,19812,-125.879196,128,,,,,,
,,,,,19888,-178.66248,76,,,,,,
,,,,,19972,-417.61865,84,,,,,,
-602.90845,143.30482,-439.47803,-827.20874,101.6,20000,,,163.266845703125,-0.061780765652656555,-2.40433669090271,20.978025436401367,0.88,0.001
,,,,,20040,-84.69351,68,,,,,,
,,,,,20137,-95.6165,97,,,,,,
,,,,,20201,-87.155815,64,,,,,,
,,,,,20275,-114.900246,74,,,,,,
,,,,,20362,-95.48236,87,,,,,,
,,,,,20436,-181.50777,74,,,,,,
,,,,,20559,-212.2077,123,,,,,,
,,,,,20652,-341.30246,93,,,,,,
,,,,,20738,-225.1036,86,,,,,,
,,,,,20830,-230.48729,92,,,,,,
,,,,,20926,-157.58357,96,,,,,,
,,,,,21000,,,200.4591064453125,-2.360826253890991,-1.5284028053283691,55.44631576538086,0.874,0.001
,,,,,21038,-97.86531,112,,,,,,
,,,,,21135,-399.66476,97,,,,,,
,,,,,21228,-162.11061,93,,,,,,
,,,,,21337,-64.08139,109,,,,,,
,,,,,21435,-325.74332,98,,,,,,
,,,,,21519,-142.24965,84,,,,,,
,,,,,21580,-117.63011,61,,,,,,
,,,,,21634,-208.56314,54,,,,,,
,,,,,21767,-111.887215,133,,,,,,
,,,,,21837,-183.81976,70,,,,,,
,,,,,21915,-116.63032,78,,,,,,
,,,,,22000,,,24.172513961791992,-2.6960113048553467,-1.7307535409927368,34.72837829589844,0.868,0.001
,,,,,22017,-211.80438,102,,,,,,
,,,,,22104,21.432579,87,,,,,,
,,,,,22199,-135.53036,95,,,,,,
,,,,,22302,-248.56052,103,,,,,,
,,,,,22364,-61.27105,62,,,,,,
,,,,,22481,-518.33386,117,,,,,,
,,,,,22583,-179.62305,102,,,,,,
,,,,,22661,-129.43329,78,,,,,,
,,,,,22737,-357.02954,76,,,,,,
,,,,,22855,-343.10767,118,,,,,,
,,,,,22940,-186.62921,85,,,,,,
,,,,,23000,,,151.87335205078125,-1.6822549104690552,-2.9571101665496826,151.27406311035156,0.862,0.001
,,,,,23013,-222.13925,73,,,,,,
,,,,,23144,-174.74289,131,,,,,,
,,,,,23230,-95.31846,86,,,,,,
,,,,,23351,-356.95258,121,,,,,,
,,,,,23431,-135.6519,80,,,,,,
,,,,,23528,-377.9674,97,,,,,,
,,,,,23600,-227.91348,72,,,,,,
,,,,,23682,-123.958405,82,,,,,,
,,,,,23766,-90.6926,84,,,,,,
,,,,,23863,-122.607216,97,,,,,,
,,,,,23921,-149.92673,58,,,,,,
,,,,,24000,,,2.6035454273223877,0.050822705030441284,0.12001663446426392,12.230398178100586,0.856,0.001
,,,,,24037,-205.4292,116,,,,,,
,,,,,24136,-99.35427,99,,,,,,
,,,,,24228,-94.73346,92,,,,,,
,,,,,24300,-93.87512,72,,,,,,
,,,,,24375,-102.222305,75,,,,,,
,,,,,24439,-289.5072,64,,,,,,
,,,,,24505,-197.37016,66,,,,,,
,,,,,24638,-102.41335,133,,,,,,
,,,,,24711,-212.17601,73,,,,,,
,,,,,24849,-236.89056,138,,,,,,
,,,,,24932,-163.74092,83,,,,,,
,,,,,25000,,,4.018270492553711,-1.891008973121643,-2.2228586673736572,27.558029174804688,0.85,0.001
,,,,,25018,-173.7615,86,,,,,,
,,,,,25112,-367.40784,94,,,,,,
,,,,,25205,-338.2445,93,,,,,,
,,,,,25275,-61.695663,70,,,,,,
,,,,,25346,-117.178444,71,,,,,,
,,,,,25431,-26.345978,85,,,,,,
,,,,,25506,-100.777626,75,,,,,,
,,,,,25577,-147.14076,71,,,,,,
,,,,,25650,-165.34708,73,,,,,,
,,,,,25739,-223.64128,89,,,,,,
,,,,,25838,-53.146454,99,,,,,,
,,,,,25927,-175.47726,89,,,,,,
,,,,,26000,,,94.48333740234375,-0.9711695909500122,-2.6410205364227295,172.79095458984375,0.844,0.001
,,,,,26031,-109.412384,104,,,,,,
,,,,,26147,-358.1214,116,,,,,,
,,,,,26234,-241.04405,87,,,,,,
,,,,,26295,-67.83928,61,,,,,,
,,,,,26397,-162.26929,102,,,,,,
,,,,,26556,-244.87675,159,,,,,,
,,,,,26655,17.405136,99,,,,,,
,,,,,26722,-86.04333,67,,,,,,
,,,,,26809,-366.013,87,,,,,,
,,,,,26919,-133.03693,110,,,,,,
,,,,,27000,,,5.160001754760742,-2.361170768737793,-1.4179251194000244,49.488502502441406,0.838,0.001
,,,,,27029,-134.38892,110,,,,,,
,,,,,27091,-113.36046,62,,,,,,
,,,,,27185,-120.93758,94,,,,,,
,,,,,27271,-98.0412,86,,,,,,
,,,,,27342,-226.33295,71,,,,,,
,,,,,27429,-94.75597,87,,,,,,
,,,,,27534,-355.0367,105,,,,,,
,,,,,27652,-318.873,118,,,,,,
,,,,,27718,-127.929085,66,,,,,,
,,,,,27778,-91.81414,60,,,,,,
,,,,,27848,-268.8213,70,,,,,,
,,,,,27977,-267.62994,129,,,,,,
,,,,,28000,,,12.709940910339355,-2.248734951019287,-2.5365920066833496,57.556007385253906,0.832,0.001
,,,,,28089,-103.145485,112,,,,,,
,,,,,28157,-102.27838,68,,,,,,
,,,,,28241,-306.75293,84,,,,,,
,,,,,28342,-236.50311,101,,,,,,
,,,,,28435,-139.15305,93,,,,,,
,,,,,28531,-137.09164,96,,,,,,
,,,,,28651,-218.37463,120,,,,,,
,,,,,28750,-167.61243,99,,,,,,
,,,,,28871,-146.60823,121,,,,,,
,,,,,28958,-203.01646,87,,,,,,
,,,,,29000,,,47.93453598022461,-9.380598068237305,-8.92070198059082,101.18041229248047,0.8260000000000001,0.001
,,,,,29036,-106.15912,78,,,,,,
,,,,,29139,-203.94077,103,,,,,,
,,,,,29243,-359.4969,104,,,,,,
,,,,,29348,-280.9371,105,,,,,,
,,,,,29432,-154.03516,84,,,,,,
,,,,,29494,-90.07909,62,,,,,,
,,,,,29564,-154.57312,70,,,,,,
,,,,,29672,-219.7558,108,,,,,,
,,,,,29775,-69.2928,103,,,,,,
,,,,,29844,-52.3821,69,,,,,,
,,,,,29935,-104.35274,91,,,,,,
-146.17416,42.724754,-54.557495,-189.46114,1000.0,30000,,,4.667555809020996,-8.40144157409668,-8.538766860961914,38.66536331176758,0.82,0.001
,,,,,30023,-68.518906,88,,,,,,
,,,,,30097,-167.29276,74,,,,,,
,,,,,30178,-315.276,81,,,,,,
,,,,,30241,-63.671516,63,,,,,,
,,,,,30304,-56.022827,63,,,,,,
,,,,,30447,-177.14352,143,,,,,,
,,,,,30563,-294.84924,116,,,,,,
,,,,,30624,-88.64789,61,,,,,,
,,,,,30741,-498.0504,117,,,,,,
,,,,,30825,-223.23471,84,,,,,,
,,,,,30901,-258.44257,76,,,,,,
,,,,,31000,,,13.18173599243164,-5.713530540466309,-6.163440704345703,65.5379867553711,0.8140000000000001,0.001
,,,,,31019,-200.8244,118,,,,,,
,,,,,31077,-35.161827,58,,,,,,
,,,,,31195,-616.4685,118,,,,,,
,,,,,31295,-432.8196,100,,,,,,
,,,,,31367,-100.4414,72,,,,,,
,,,,,31439,-269.77856,72,,,,,,
,,,,,31502,-24.767227,63,,,,,,
,,,,,31609,-331.267,107,,,,,,
,,,,,31724,-386.69098,115,,,,,,
,,,,,31823,-197.69073,99,,,,,,
,,,,,31918,-347.53992,95,,,,,,
,,,,,31990,-252.8454,72,,,,,,
,,,,,32000,,,5.629075527191162,-1.0925745964050293,-1.0412144660949707,33.66094207763672,0.808,0.001
,,,,,32068,-103.34427,78,,,,,,
,,,,,32156,-160.75174,88,,,,,,
,,,,,32238,-303.82446,82,,,,,,
,,,,,32339,-290.62454,101,,,,,,
,,,,,32420,-396.85812,81,,,,,,
,,,,,32488,-89.653496,68,,,,,,
,,,,,32612,-202.54703,124,,,,,,
,,,,,32686,-333.9903,74,,,,,,
,,,,,32783,-246.46222,97,,,,,,
,,,,,32872,-183.56906,89,,,,,,
,,,,,32946,-111.81084,74,,,,,,
,,,,,33000,,,1.8471542596817017,-4.930336952209473,-4.548462867736816,24.684911727905273,0.802,0.001
,,,,,33005,-60.735233,59,,,,,,
,,,,,33120,-263.7731,115,,,,,,
,,,,,33214,-449.69455,94,,,,,,
,,,,,33282,-102.826355,68,,,,,,
,,,,,33350,-161.82516,68,,,,,,
,,,,,33455,-288.88885,105,,,,,,
,,,,,33560,-471.47958,105,,,,,,
,,,,,33666,-211.14066,106,,,,,,
,,,,,33771,-166.44208,105,,,,,,
,,,,,33867,-124.7618,96,,,,,,
,,,,,33948,-483.18457,81,,,,,,
,,,,,34000,,,17.176025390625,-10.775060653686523,-10.196816444396973,93.43965148925781,0.796,0.001
,,,,,34059,-154.3273,111,,,,,,
,,,,,34131,-151.51619,72,,,,,,
,,,,,34251,-165.28574,120,,,,,,
,,,,,34323,-153.27478,72,,,,,,
,,,,,34387,-204.34085,64,,,,,,
,,,,,34467,-353.35464,80,,,,,,
,,,,,34567,-223.11824,100,,,,,,
,,,,,34683,-168.38931,116,,,,,,
,,,,,34748,-39.133488,65,,,,,,
,,,,,34824,-125.395386,76,,,,,,
,,,,,34937,-171.57884,113,,,,,,
,,,,,35000,,,1.5628373622894287,-5.505422115325928,-5.155250072479248,23.133567810058594,0.79,0.001
,,,,,35020,-225.26112,83,,,,,,
,,,,,35085,-215.85963,65,,,,,,
,,,,,35158,-103.892975,73,,,,,,
,,,,,35249,-135.29562,91,,,,,,
,,,,,35338,-139.9478,89,,,,,,
,,,,,35477,23.177704,139,,,,,,
,,,,,35572,-257.4572,95,,,,,,
,,,,,35641,-81.679405,69,,,,,,
,,,,,35719,-268.51834,78,,,,,,
,,,,,35793,-121.71145,74,,,,,,
,,,,,35904,-356.3888,111,,,,,,
,,,,,35983,-132.83817,79,,,,,,
,,,,,36000,,,10.11837100982666,-2.199428081512451,-2.681576728820801,48.22263717651367,0.784,0.001
,,,,,36071,-90.604195,88,,,,,,
,,,,,36181,-414.21722,110,,,,,,
,,,,,36265,-150.5825,84,,,,,,
,,,,,36380,-141.0019,115,,,,,,
,,,,,36496,-427.1552,116,,,,,,
,,,,,36600,-122.233734,104,,,,,,
,,,,,36680,-71.0652,80,,,,,,
,,,,,36805,-146.03299,125,,,,,,
,,,,,36933,-337.64423,128,,,,,,
,,,,,37000,,,24.76568031311035,-0.5853044986724854,-1.25929856300354,131.7553253173828,0.778,0.001
,,,,,37054,-243.16061,121,,,,,,
,,,,,37119,-85.03403,65,,,,,,
,,,,,37248,-382.0368,129,,,,,,
,,,,,37327,-47.071938,79,,,,,,
,,,,,37429,-124.26659,102,,,,,,
,,,,,37493,-74.28461,64,,,,,,
,,,,,37562,-76.522064,69,,,,,,
,,,,,37670,-124.312546,108,,,,,,
,,,,,37765,-154.03673,95,,,,,,
,,,,,37849,-219.44524,84,,,,,,
,,,,,37941,-29.226166,92,,,,,,
,,,,,38000,,,63.24378967285156,-8.492456436157227,-9.355520248413086,226.1695556640625,0.772,0.001
,,,,,38027,-333.5329,86,,,,,,
,,,,,38130,-202.12253,103,,,,,,
,,,,,38199,-95.4523,69,,,,,,
,,,,,38267,-210.98949,68,,,,,,
,,,,,38342,-170.91486,75,,,,,,
,,,,,38475,-120.14309,133,,,,,,
,,,,,38578,-197.25589,103,,,,,,
,,,,,38684,-281.6867,106,,,,,,
,,,,,38758,-241.54564,74,,,,,,
,,,,,38823,-110.182,65,,,,,,
,,,,,38930,-463.53577,107,,,,,,
,,,,,39000,,,8.716170310974121,-2.808243751525879,-3.2021756172180176,67.53130340576172,0.766,0.001
,,,,,39060,-254.87762,130,,,,,,
,,,,,39167,-139.2984,107,,,,,,
,,,,,39249,-126.938,82,,,,,,
,,,,,39321,-111.24338,72,,,,,,
,,,,,39410,36.87462,89,,,,,,
,,,,,39511,-91.9592,101,,,,,,
,,,,,39604,-223.82568,93,,,,,,
,,,,,39684,-107.97276,80,,,,,,
,,,,,39775,-118.15671,91,,,,,,
,,,,,39864,-89.77444,89,,,,,,
,,,,,39999,-217.15762,135,,,,,,
-143.70769,27.225739,-104.020386,-192.4765,1000.0,40000,,,2.967919111251831,-4.037577152252197,-4.233951091766357,24.482776641845703,0.76,0.001
,,,,,40074,-222.85545,75,,,,,,
,,,,,40172,-320.6701,98,,,,,,
,,,,,40289,-291.4306,117,,,,,,
,,,,,40374,-120.317566,85,,,,,,
,,,,,40473,-89.716736,99,,,,,,
,,,,,40575,-402.92047,102,,,,,,
,,,,,40684,-156.0215,109,,,,,,
,,,,,40764,-105.828445,80,,,,,,
,,,,,40889,-265.9065,125,,,,,,
,,,,,40987,-564.93933,98,,,,,,
,,,,,41000,,,3.86251163482666,1.1132322549819946,1.459993600845337,48.1931266784668,0.754,0.001
,,,,,41089,-323.71442,102,,,,,,
,,,,,41180,-262.59283,91,,,,,,
,,,,,41247,-131.98264,67,,,,,,
,,,,,41358,-244.70181,111,,,,,,
,,,,,41460,-133.24887,102,,,,,,
,,,,,41561,-129.45609,101,,,,,,
,,,,,41667,-464.564,106,,,,,,
,,,,,41731,-124.19221,64,,,,,,
,,,,,41796,-177.38208,65,,,,,,
,,,,,41922,-247.55118,126,,,,,,
,,,,,42000,,,228.9453125,-3.707599639892578,-1.8020836114883423,573.91064453125,0.748,0.001
,,,,,42023,-204.40997,101,,,,,,
,,,,,42122,-302.72253,99,,,,,,
,,,,,42216,-302.8399,94,,,,,,
,,,,,42304,-81.18227,88,,,,,,
,,,,,42372,-85.07215,68,,,,,,
,,,,,42464,-262.156,92,,,,,,
,,,,,42587,-343.2674,123,,,,,,
,,,,,42679,-353.55017,92,,,,,,
,,,,,42769,65.62834,90,,,,,,
,,,,,42845,-83.0794,76,,,,,,
,,,,,42908,-54.053905,63,,,,,,
,,,,,42987,-203.18253,79,,,,,,
,,,,,43000,,,8.428512573242188,-7.099514961242676,-7.576633453369141,69.65621185302734,0.742,0.001
,,,,,43081,-85.71605,94,,,,,,
,,,,,43169,-180.86475,88,,,,,,
,,,,,43245,-86.59857,76,,,,,,
,,,,,43311,-104.43673,66,,,,,,
,,,,,43400,-104.31089,89,,,,,,
,,,,,43492,-101.3314,92,,,,,,
,,,,,43560,-103.06494,68,,,,,,
,,,,,43626,-72.19629,66,,,,,,
,,,,,43757,-105.05384,131,,,,,,
,,,,,43866,-458.72595,109,,,,,,
,,,,,43945,29.206558,79,,,,,,
,,,,,44000,,,5.2790141105651855,-1.9865270853042603,-2.471916675567627,34.14399719238281,0.736,0.001
,,,,,44026,-293.74457,81,,,,,,
,,,,,44112,-187.70729,86,,,,,,
,,,,,44235,-119.49117,123,,,,,,
,,,,,44341,-39.53784,106,,,,,,
,,,,,44404,-136.28975,63,,,,,,
,,,,,44498,-109.42772,94,,,,,,
,,,,,44580,-102.80019,82,,,,,,
,,,,,44673,-349.35626,93,,,,,,
,,,,,44780,-213.46048,107,,,,,,
,,,,,44895,-81.60475,115,,,,,,
,,,,,45000,,,3.064579486846924,5.969890594482422,5.766078948974609,40.524314880371094,0.73,0.001
,,,,,45007,-137.40022,112,,,,,,
,,,,,45132,-234.30486,125,,,,,,
,,,,,45239,-2.2341309,107,,,,,,
,,,,,45360,-199.01373,121,,,,,,
,,,,,45500,-339.30353,140,,,,,,
,,,,,45565,-103.05083,65,,,,,,
,,,,,45655,-409.4536,90,,,,,,
,,,,,45738,-122.74416,83,,,,,,
,,,,,45829,-301.52902,91,,,,,,
,,,,,45963,-126.38035,134,,,,,,
,,,,,46000,,,25.61124610900879,-9.194165229797363,-9.567530632019043,88.6894302368164,0.724,0.001
,,,,,46077,-245.55917,114,,,,,,
,,,,,46185,-123.15991,108,,,,,,
,,,,,46299,-263.54852,114,,,,,,
,,,,,46369,-72.38837,70,,,,,,
,,,,,46461,-290.5575,92,,,,,,
,,,,,46539,-210.18619,78,,,,,,
,,,,,46614,-81.22073,75,,,,,,
,,,,,46693,-110.51964,79,,,,,,
,,,,,46776,-190.37723,83,,,,,,
,,,,,46907,-60.548485,131,,,,,,
,,,,,47000,,,22.630613327026367,2.7180709838867188,1.381913185119629,119.68472290039062,0.718,0.001
,,,,,47036,-77.77077,129,,,,,,
,,,,,47120,-73.440056,84,,,,,,
,,,,,47195,-230.1609,75,,,,,,
,,,,,47264,-184.90823,69,,,,,,
,,,,,47334,-87.01939,70,,,,,,
,,,,,47440,-432.21802,106,,,,,,
,,,,,47556,-129.09892,116,,,,,,
,,,,,47665,-112.589676,109,,,,,,
,,,,,47742,-132.67067,77,,,,,,
,,,,,47827,-162.93416,85,,,,,,
,,,,,47939,-4.9116287,112,,,,,,
,,,,,48000,,,8.712337493896484,9.762749671936035,9.073089599609375,43.35206604003906,0.712,0.001
,,,,,48002,-200.14139,63,,,,,,
,,,,,48074,-186.68057,72,,,,,,
,,,,,48180,-183.03767,106,,,,,,
,,,,,48299,-422.14633,119,,,,,,
,,,,,48411,-254.65443,112,,,,,,
,,,,,48516,-164.25696,105,,,,,,
,,,,,48614,-289.35822,98,,,,,,
,,,,,48719,-124.68882,105,,,,,,
,,,,,48819,-145.70584,100,,,,,,
,,,,,48916,-138.7609,97,,,,,,
,,,,,48997,-10.094345,81,,,,,,
,,,,,49000,,,6.274922847747803,5.178605556488037,5.2690582275390625,45.666900634765625,0.706,0.001
,,,,,49109,-113.881165,112,,,,,,
,,,,,49184,-112.57192,75,,,,,,
,,,,,49254,-191.88766,70,,,,,,
,,,,,49367,-76.58162,113,,,,,,
,,,,,49478,-293.4472,111,,,,,,
,,,,,49567,-219.58008,89,,,,,,
,,,,,49686,-89.67084,119,,,,,,
,,,,,49757,-71.23686,71,,,,,,
,,,,,49867,-390.08185,110,,,,,,
,,,,,49954,-88.00458,87,,,,,,
-158.8601,17.671043,-120.945755,-186.69681,322.5,50000,,,6.383872985839844,-4.574977874755859,-3.942744016647339,58.090667724609375,0.7,0.001
,,,,,50053,-195.37054,99,,,,,,
,,,,,50169,-96.049,116,,,,,,
,,,,,50265,-65.8432,96,,,,,,
,,,,,50359,-44.626686,94,,,,,,
