Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,103000,,,3.6696996688842773,31.06155776977539,30.695829391479492,156.7169952392578,0.8288125,9.343739583333334e-05
,,,,,103319,140.0,1298,,,,,,
,,,,,103709,200.0,1578,,,,,,
,,,,,104000,,,12.940068244934082,27.485504150390625,26.492740631103516,385.7072448730469,0.82675,9.333322916666666e-05
,,,,,104245,350.0,2162,,,,,,
,,,,,104697,180.0,1818,,,,,,
,,,,,105000,,,3.556110143661499,27.958877563476562,28.098705291748047,125.84628295898438,0.8246875,9.32290625e-05
,,,,,105198,310.0,2018,,,,,,
,,,,,106000,,,11.876811981201172,30.188560485839844,29.842830657958984,200.5229949951172,0.8226249999999999,9.312489583333333e-05
,,,,,106199,1250.0,4026,,,,,,
,,,,,106704,370.0,2026,,,,,,
,,,,,107000,,,4.100254058837891,33.566627502441406,33.22573471069336,153.73329162597656,0.8205625,9.302072916666668e-05
,,,,,107083,200.0,1538,,,,,,
,,,,,107562,240.0,1930,,,,,,
,,,,,108000,,,7.300896644592285,29.184295654296875,29.133365631103516,195.7070770263672,0.8185,9.29165625e-05
,,,,,108135,320.0,2306,,,,,,
,,,,,108671,270.0,2162,,,,,,
,,,,,109000,,,9.244257926940918,37.856170654296875,38.0880241394043,184.8394012451172,0.8164374999999999,9.281239583333335e-05
,,,,,109127,170.0,1826,,,,,,
,,,,,109597,280.0,1906,,,,,,
475.0,149.34859,700.0,330.0,2250.8,110000,,,8.428754806518555,32.98422622680664,33.9625358581543,412.9299621582031,0.8143750000000001,9.270822916666668e-05
,,,,,110048,240.0,1818,,,,,,
,,,,,110593,340.0,2210,,,,,,
,,,,,111000,,,5.477973461151123,26.44879150390625,26.715721130371094,125.46160125732422,0.8123125,9.26040625e-05
,,,,,111040,240.0,1810,,,,,,
,,,,,111503,280.0,1874,,,,,,
,,,,,111965,330.0,1858,,,,,,
,,,,,112000,,,4.766290664672852,34.104312896728516,33.60902404785156,216.4646759033203,0.81025,9.249989583333333e-05
,,,,,112421,300.0,1842,,,,,,
,,,,,112989,230.0,2290,,,,,,
,,,,,113000,,,20.221418380737305,35.02394104003906,35.31215286254883,263.1117248535156,0.8081875000000001,9.239572916666666e-05
,,,,,113428,310.0,1754,,,,,,
,,,,,113851,200.0,1714,,,,,,
,,,,,114000,,,5.308884143829346,28.489303588867188,28.52973747253418,134.12367248535156,0.806125,9.22915625e-05
,,,,,114346,290.0,2010,,,,,,
,,,,,114866,270.0,2090,,,,,,
,,,,,115000,,,5.0616679191589355,28.056535720825195,28.13505744934082,134.1195526123047,0.8040625,9.218739583333333e-05
,,,,,115290,220.0,1698,,,,,,
,,,,,115775,310.0,1954,,,,,,
,,,,,116000,,,2.3881945610046387,32.248695373535156,32.151729583740234,137.90859985351562,0.802,9.208322916666667e-05
,,,,,116273,250.0,1994,,,,,,
,,,,,116670,190.0,1594,,,,,,
,,,,,117000,,,8.1858549118042,33.43320846557617,33.32411575317383,223.08351135253906,0.7999375,9.19790625e-05
,,,,,117033,170.0,1482,,,,,,
,,,,,117551,260.0,2074,,,,,,
,,,,,118000,,,3.1295387744903564,28.405311584472656,28.068525314331055,163.88839721679688,0.797875,9.187489583333334e-05
,,,,,118099,270.0,2210,,,,,,
,,,,,118526,230.0,1730,,,,,,
,,,,,119000,,,19.9854679107666,36.11617660522461,35.29179382324219,411.19439697265625,0.7958125,9.177072916666667e-05
,,,,,119134,480.0,2450,,,,,,
,,,,,119524,230.0,1578,,,,,,
,,,,,119989,190.0,1866,,,,,,
338.0,39.191837,370.0,290.0,1771.6,120000,,,8.773621559143066,37.21946334838867,37.43661880493164,174.96925354003906,0.79375,9.16665625e-05
,,,,,120474,230.0,1946,,,,,,
,,,,,120894,170.0,1682,,,,,,
,,,,,121000,,,30.401968002319336,32.97031784057617,33.877437591552734,1073.69140625,0.7916875,9.156239583333333e-05
,,,,,121388,310.0,2002,,,,,,
,,,,,121762,180.0,1522,,,,,,
,,,,,122000,,,4.190610885620117,33.58893966674805,32.253265380859375,362.7610778808594,0.789625,9.145822916666667e-05
,,,,,122242,280.0,1922,,,,,,
,,,,,122992,1080.0,3002,,,,,,
,,,,,123000,,,7.160248756408691,39.88243865966797,40.13426208496094,175.6324462890625,0.7875625,9.13540625e-05
,,,,,123393,230.0,1626,,,,,,
,,,,,123908,220.0,2074,,,,,,
,,,,,124000,,,146.63160705566406,27.849607467651367,30.01384735107422,626.3284912109375,0.7855,9.124989583333334e-05
,,,,,124398,350.0,1970,,,,,,
,,,,,124939,330.0,2186,,,,,,
,,,,,125000,,,4.174630641937256,34.12590408325195,34.150657653808594,85.91832733154297,0.7834375,9.114572916666667e-05
,,,,,125442,270.0,2010,,,,,,
,,,,,125836,200.0,1586,,,,,,
,,,,,126000,,,4.708139896392822,40.09311294555664,39.4722900390625,347.6488037109375,0.781375,9.10415625e-05
,,,,,126330,330.0,1986,,,,,,
,,,,,126825,190.0,2010,,,,,,
,,,,,127000,,,3.876131772994995,34.61371612548828,34.782798767089844,149.45401000976562,0.7793125,9.093739583333334e-05
,,,,,127292,230.0,1890,,,,,,
,,,,,127739,260.0,1810,,,,,,
,,,,,128000,,,6.71063756942749,40.014949798583984,38.72590637207031,423.2965393066406,0.77725,9.083322916666667e-05
,,,,,128244,240.0,2034,,,,,,
,,,,,128668,260.0,1714,,,,,,
