Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,2714,16.078152,18,,,,,,,,
,,,,,2725,8.772668,11,,,,,,,,
,,,,,2744,17.469807,19,,,,,,,,
,,,,,2771,10.572824,27,,,,,,,,
,,,,,2786,13.304778,15,,,,,,,,
,,,,,2800,11.227034,14,,,,,,,,
,,,,,2813,8.54909,13,,,,,,,,
,,,,,2833,18.071186,20,,,,,,,,
,,,,,2862,18.30595,29,,,,,,,,
,,,,,2876,12.640529,14,,,,,,,,
,,,,,2895,18.37349,19,,,,,,,,
,,,,,2926,25.30489,31,,,,,,,,
,,,,,2940,9.356044,14,,,,,,,,
,,,,,2952,10.225869,12,,,,,,,,
,,,,,2970,20.115236,18,,,,,,,,
,,,,,2984,10.158643,14,,,,,,,,
,,,,,2996,8.77077,12,,,,,,,,
,,,,,3005,6.0940514,9,,,,,,,,
,,,,,3024,10.5189905,19,,,,,,,,
,,,,,3037,10.319282,13,,,,,,,,
,,,,,3051,10.1442,14,,,,,,,,
,,,,,3063,9.909483,12,,,,,,,,
,,,,,3089,28.062077,26,,,,,,,,
,,,,,3121,17.854267,32,,,,,,,,
,,,,,3152,30.281197,31,,,,,,,,
,,,,,3165,11.306342,13,,,,,,,,
,,,,,3178,11.0554495,13,,,,,,,,
,,,,,3191,7.1548123,13,,,,,,,,
,,,,,3205,8.9667,14,,,,,,,,
,,,,,3221,15.341081,16,,,,,,,,
,,,,,3258,41.784145,37,,,,,,,,
,,,,,3273,6.836895,15,,,,,,,,
,,,,,3284,7.33743,11,,,,,,,,
,,,,,3315,20.678436,31,,,,,,,,
,,,,,3328,8.301354,13,,,,,,,,
,,,,,3355,32.054256,27,,,,,,,,
,,,,,3374,16.181572,19,,,,,,,,
,,,,,3384,6.757787,10,,,,,,,,
,,,,,3411,11.690434,27,,,,,,,,
,,,,,3436,14.610268,25,,,,,,,,
,,,,,3456,12.528194,20,,,,,,,,
,,,,,3466,8.304283,10,,,,,,,,
,,,,,3475,6.8461514,9,,,,,,,,
,,,,,3496,12.578922,21,,,,,,,,
,,,,,3509,12.426499,13,,,,,,,,
,,,,,3532,11.969856,23,,,,,,,,
,,,,,3553,12.983758,21,,,,,,,,
,,,,,3563,7.3795767,10,,,,,,,,
,,,,,3574,9.387722,11,,,,,,,,
,,,,,3598,28.814642,24,,,,,,,,
,,,,,3666,106.517456,68,,,,,,,,
,,,,,3680,9.69666,14,,,,,,,,
,,,,,3702,12.470026,22,,,,,,,,
,,,,,3772,69.06248,70,,,,,,,,
