Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,14247,3.0,3,,,,,,
,,,,,14252,5.0,5,,,,,,
,,,,,14257,5.0,5,,,,,,
,,,,,14272,15.0,15,,,,,,
,,,,,14277,5.0,5,,,,,,
,,,,,14281,4.0,4,,,,,,
,,,,,14286,5.0,5,,,,,,
,,,,,14289,3.0,3,,,,,,
,,,,,14295,6.0,6,,,,,,
,,,,,14304,9.0,9,,,,,,
,,,,,14315,11.0,11,,,,,,
,,,,,14323,8.0,8,,,,,,
,,,,,14329,6.0,6,,,,,,
,,,,,14333,4.0,4,,,,,,
,,,,,14338,5.0,5,,,,,,
,,,,,14343,5.0,5,,,,,,
,,,,,14348,5.0,5,,,,,,
,,,,,14352,4.0,4,,,,,,
,,,,,14358,6.0,6,,,,,,
,,,,,14361,3.0,3,,,,,,
,,,,,14366,5.0,5,,,,,,
,,,,,14377,11.0,11,,,,,,
,,,,,14383,6.0,6,,,,,,
,,,,,14386,3.0,3,,,,,,
,,,,,14392,6.0,6,,,,,,
,,,,,14399,7.0,7,,,,,,
,,,,,14405,6.0,6,,,,,,
,,,,,14408,3.0,3,,,,,,
,,,,,14412,4.0,4,,,,,,
,,,,,14417,5.0,5,,,,,,
,,,,,14422,5.0,5,,,,,,
,,,,,14425,3.0,3,,,,,,
,,,,,14430,5.0,5,,,,,,
,,,,,14440,10.0,10,,,,,,
,,,,,14446,6.0,6,,,,,,
,,,,,14450,4.0,4,,,,,,
,,,,,14459,9.0,9,,,,,,
,,,,,14462,3.0,3,,,,,,
,,,,,14466,4.0,4,,,,,,
,,,,,14471,5.0,5,,,,,,
,,,,,14483,12.0,12,,,,,,
,,,,,14487,4.0,4,,,,,,
,,,,,14492,5.0,5,,,,,,
,,,,,14524,32.0,32,,,,,,
,,,,,14528,4.0,4,,,,,,
,,,,,14532,4.0,4,,,,,,
,,,,,14536,4.0,4,,,,,,
,,,,,14541,5.0,5,,,,,,
,,,,,14560,19.0,19,,,,,,
,,,,,14565,5.0,5,,,,,,
,,,,,14578,13.0,13,,,,,,
,,,,,14585,7.0,7,,,,,,
,,,,,14597,12.0,12,,,,,,
,,,,,14607,10.0,10,,,,,,
,,,,,14611,4.0,4,,,,,,
,,,,,14623,12.0,12,,,,,,
,,,,,14632,9.0,9,,,,,,
,,,,,14635,3.0,3,,,,,,
,,,,,14646,11.0,11,,,,,,
,,,,,14651,5.0,5,,,,,,
,,,,,14654,3.0,3,,,,,,
,,,,,14659,5.0,5,,,,,,
,,,,,14675,16.0,16,,,,,,
,,,,,14682,7.0,7,,,,,,
,,,,,14695,13.0,13,,,,,,
,,,,,14699,4.0,4,,,,,,
,,,,,14703,4.0,4,,,,,,
,,,,,14707,4.0,4,,,,,,
,,,,,14712,5.0,5,,,,,,
,,,,,14735,23.0,23,,,,,,
,,,,,14739,4.0,4,,,,,,
,,,,,14745,6.0,6,,,,,,
,,,,,14765,20.0,20,,,,,,
,,,,,14768,3.0,3,,,,,,
,,,,,14776,8.0,8,,,,,,
,,,,,14780,4.0,4,,,,,,
,,,,,14784,4.0,4,,,,,,
,,,,,14792,8.0,8,,,,,,
,,,,,14796,4.0,4,,,,,,
,,,,,14801,5.0,5,,,,,,
,,,,,14806,5.0,5,,,,,,
,,,,,14814,8.0,8,,,,,,
,,,,,14823,9.0,9,,,,,,
,,,,,14836,13.0,13,,,,,,
,,,,,14839,3.0,3,,,,,,
,,,,,14843,4.0,4,,,,,,
,,,,,14853,10.0,10,,,,,,
,,,,,14858,5.0,5,,,,,,
,,,,,14872,14.0,14,,,,,,
,,,,,14881,9.0,9,,,,,,
,,,,,14886,5.0,5,,,,,,
,,,,,14899,13.0,13,,,,,,
,,,,,14903,4.0,4,,,,,,
,,,,,14911,8.0,8,,,,,,
,,,,,14924,13.0,13,,,,,,
,,,,,14932,8.0,8,,,,,,
,,,,,14938,6.0,6,,,,,,
,,,,,14949,11.0,11,,,,,,
,,,,,14953,4.0,4,,,,,,
,,,,,14957,4.0,4,,,,,,
,,,,,14979,22.0,22,,,,,,
,,,,,14983,4.0,4,,,,,,
,,,,,14986,3.0,3,,,,,,
,,,,,14989,3.0,3,,,,,,
,,,,,14993,4.0,4,,,,,,
5.2,1.939072,8.0,3.0,5.2,15000,,,1.9650737047195435,5.104373931884766,4.918964385986328,0.0003,0.0003,0.1
,,,,,15009,16.0,16,,,,,,
,,,,,15020,11.0,11,,,,,,
,,,,,15023,3.0,3,,,,,,
,,,,,15031,8.0,8,,,,,,
,,,,,15041,10.0,10,,,,,,
,,,,,15053,12.0,12,,,,,,
,,,,,15067,14.0,14,,,,,,
,,,,,15072,5.0,5,,,,,,
,,,,,15082,10.0,10,,,,,,
,,,,,15089,7.0,7,,,,,,
,,,,,15094,5.0,5,,,,,,
,,,,,15100,6.0,6,,,,,,
,,,,,15105,5.0,5,,,,,,
,,,,,15114,9.0,9,,,,,,
,,,,,15121,7.0,7,,,,,,
,,,,,15126,5.0,5,,,,,,
,,,,,15131,5.0,5,,,,,,
,,,,,15134,3.0,3,,,,,,
,,,,,15139,5.0,5,,,,,,
,,,,,15158,19.0,19,,,,,,
,,,,,15164,6.0,6,,,,,,
,,,,,15173,9.0,9,,,,,,
,,,,,15184,11.0,11,,,,,,
,,,,,15198,14.0,14,,,,,,
,,,,,15201,3.0,3,,,,,,
,,,,,15213,12.0,12,,,,,,
,,,,,15218,5.0,5,,,,,,
,,,,,15221,3.0,3,,,,,,
,,,,,15232,11.0,11,,,,,,
,,,,,15237,5.0,5,,,,,,
,,,,,15240,3.0,3,,,,,,
,,,,,15246,6.0,6,,,,,,
,,,,,15251,5.0,5,,,,,,
,,,,,15264,13.0,13,,,,,,
,,,,,15276,12.0,12,,,,,,
,,,,,15281,5.0,5,,,,,,
,,,,,15286,5.0,5,,,,,,
,,,,,15295,9.0,9,,,,,,
,,,,,15302,7.0,7,,,,,,
,,,,,15322,20.0,20,,,,,,
,,,,,15331,9.0,9,,,,,,
,,,,,15334,3.0,3,,,,,,
,,,,,15342,8.0,8,,,,,,
,,,,,15352,10.0,10,,,,,,
,,,,,15356,4.0,4,,,,,,
,,,,,15365,9.0,9,,,,,,
,,,,,15378,13.0,13,,,,,,
,,,,,15384,6.0,6,,,,,,
,,,,,15393,9.0,9,,,,,,
,,,,,15400,7.0,7,,,,,,
,,,,,15407,7.0,7,,,,,,
,,,,,15421,14.0,14,,,,,,
,,,,,15438,17.0,17,,,,,,
,,,,,15441,3.0,3,,,,,,
,,,,,15448,7.0,7,,,,,,
,,,,,15455,7.0,7,,,,,,
,,,,,15458,3.0,3,,,,,,
,,,,,15465,7.0,7,,,,,,
,,,,,15474,9.0,9,,,,,,
,,,,,15479,5.0,5,,,,,,
,,,,,15485,6.0,6,,,,,,
,,,,,15490,5.0,5,,,,,,
,,,,,15497,7.0,7,,,,,,
,,,,,15507,10.0,10,,,,,,
,,,,,15517,10.0,10,,,,,,
,,,,,15520,3.0,3,,,,,,
,,,,,15523,3.0,3,,,,,,
,,,,,15528,5.0,5,,,,,,
,,,,,15531,3.0,3,,,,,,
,,,,,15539,8.0,8,,,,,,
,,,,,15543,4.0,4,,,,,,
,,,,,15551,8.0,8,,,,,,
,,,,,15557,6.0,6,,,,,,
,,,,,15562,5.0,5,,,,,,
,,,,,15566,4.0,4,,,,,,
,,,,,15571,5.0,5,,,,,,
,,,,,15578,7.0,7,,,,,,
,,,,,15587,9.0,9,,,,,,
,,,,,15591,4.0,4,,,,,,
,,,,,15594,3.0,3,,,,,,
,,,,,15597,3.0,3,,,,,,
,,,,,15604,7.0,7,,,,,,
,,,,,15609,5.0,5,,,,,,
,,,,,15625,16.0,16,,,,,,
,,,,,15634,9.0,9,,,,,,
,,,,,15642,8.0,8,,,,,,
,,,,,15652,10.0,10,,,,,,
,,,,,15659,7.0,7,,,,,,
,,,,,15668,9.0,9,,,,,,
,,,,,15677,9.0,9,,,,,,
,,,,,15682,5.0,5,,,,,,
,,,,,15685,3.0,3,,,,,,
,,,,,15694,9.0,9,,,,,,
,,,,,15699,5.0,5,,,,,,
,,,,,15702,3.0,3,,,,,,
,,,,,15706,4.0,4,,,,,,
,,,,,15710,4.0,4,,,,,,
,,,,,15728,18.0,18,,,,,,
,,,,,15733,5.0,5,,,,,,
,,,,,15740,7.0,7,,,,,,
,,,,,15743,3.0,3,,,,,,
,,,,,15751,8.0,8,,,,,,
,,,,,15758,7.0,7,,,,,,
,,,,,15761,3.0,3,,,,,,
,,,,,15764,3.0,3,,,,,,
,,,,,15767,3.0,3,,,,,,
,,,,,15770,3.0,3,,,,,,
,,,,,15773,3.0,3,,,,,,
,,,,,15788,15.0,15,,,,,,
,,,,,15792,4.0,4,,,,,,
,,,,,15801,9.0,9,,,,,,
,,,,,15804,3.0,3,,,,,,
,,,,,15814,10.0,10,,,,,,
,,,,,15832,18.0,18,,,,,,
,,,,,15837,5.0,5,,,,,,
,,,,,15841,4.0,4,,,,,,
,,,,,15852,11.0,11,,,,,,
,,,,,15859,7.0,7,,,,,,
,,,,,15863,4.0,4,,,,,,
,,,,,15866,3.0,3,,,,,,
,,,,,15871,5.0,5,,,,,,
,,,,,15896,25.0,25,,,,,,
,,,,,15902,6.0,6,,,,,,
,,,,,15910,8.0,8,,,,,,
,,,,,15917,7.0,7,,,,,,
,,,,,15922,5.0,5,,,,,,
,,,,,15928,6.0,6,,,,,,
,,,,,15932,4.0,4,,,,,,
,,,,,15940,8.0,8,,,,,,
,,,,,15961,21.0,21,,,,,,
,,,,,15969,8.0,8,,,,,,
,,,,,15973,4.0,4,,,,,,
,,,,,15993,20.0,20,,,,,,
,,,,,15998,5.0,5,,,,,,
,,,,,16000,,,1.9295427799224854,5.159291744232178,5.197369575500488,0.0003,0.0003,0.1
,,,,,16021,23.0,23,,,,,,
,,,,,16028,7.0,7,,,,,,
,,,,,16032,4.0,4,,,,,,
,,,,,16038,6.0,6,,,,,,
,,,,,16042,4.0,4,,,,,,
,,,,,16048,6.0,6,,,,,,
,,,,,16053,5.0,5,,,,,,
,,,,,16056,3.0,3,,,,,,
,,,,,16060,4.0,4,,,,,,
,,,,,16064,4.0,4,,,,,,
,,,,,16068,4.0,4,,,,,,
,,,,,16072,4.0,4,,,,,,
,,,,,16076,4.0,4,,,,,,
,,,,,16083,7.0,7,,,,,,
,,,,,16090,7.0,7,,,,,,
,,,,,16095,5.0,5,,,,,,
,,,,,16099,4.0,4,,,,,,
,,,,,16105,6.0,6,,,,,,
,,,,,16118,13.0,13,,,,,,
,,,,,16134,16.0,16,,,,,,
,,,,,16147,13.0,13,,,,,,
,,,,,16153,6.0,6,,,,,,
,,,,,16162,9.0,9,,,,,,
,,,,,16165,3.0,3,,,,,,
,,,,,16177,12.0,12,,,,,,
,,,,,16189,12.0,12,,,,,,
,,,,,16204,15.0,15,,,,,,
,,,,,16213,9.0,9,,,,,,
,,,,,16216,3.0,3,,,,,,
,,,,,16225,9.0,9,,,,,,
,,,,,16230,5.0,5,,,,,,
,,,,,16236,6.0,6,,,,,,
,,,,,16250,14.0,14,,,,,,
,,,,,16256,6.0,6,,,,,,
,,,,,16259,3.0,3,,,,,,
,,,,,16267,8.0,8,,,,,,
,,,,,16272,5.0,5,,,,,,
,,,,,16277,5.0,5,,,,,,
,,,,,16281,4.0,4,,,,,,
,,,,,16286,5.0,5,,,,,,
,,,,,16294,8.0,8,,,,,,
,,,,,16300,6.0,6,,,,,,
,,,,,16310,10.0,10,,,,,,
,,,,,16315,5.0,5,,,,,,
,,,,,16323,8.0,8,,,,,,
,,,,,16326,3.0,3,,,,,,
,,,,,16330,4.0,4,,,,,,
,,,,,16339,9.0,9,,,,,,
,,,,,16346,7.0,7,,,,,,
,,,,,16349,3.0,3,,,,,,
,,,,,16360,11.0,11,,,,,,
,,,,,16364,4.0,4,,,,,,
,,,,,16379,15.0,15,,,,,,
,,,,,16387,8.0,8,,,,,,
,,,,,16392,5.0,5,,,,,,
,,,,,16408,16.0,16,,,,,,
,,,,,16412,4.0,4,,,,,,
,,,,,16426,14.0,14,,,,,,
,,,,,16436,10.0,10,,,,,,
,,,,,16440,4.0,4,,,,,,
,,,,,16444,4.0,4,,,,,,
,,,,,16454,10.0,10,,,,,,
,,,,,16460,6.0,6,,,,,,
,,,,,16463,3.0,3,,,,,,
,,,,,16469,6.0,6,,,,,,
,,,,,16479,10.0,10,,,,,,
,,,,,16489,10.0,10,,,,,,
,,,,,16495,6.0,6,,,,,,
,,,,,16507,12.0,12,,,,,,
,,,,,16510,3.0,3,,,,,,
,,,,,16517,7.0,7,,,,,,
,,,,,16522,5.0,5,,,,,,
,,,,,16527,5.0,5,,,,,,
,,,,,16530,3.0,3,,,,,,
,,,,,16533,3.0,3,,,,,,
,,,,,16536,3.0,3,,,,,,
,,,,,16541,5.0,5,,,,,,
,,,,,16550,9.0,9,,,,,,
,,,,,16555,5.0,5,,,,,,
,,,,,16562,7.0,7,,,,,,
,,,,,16568,6.0,6,,,,,,
,,,,,16579,11.0,11,,,,,,
,,,,,16586,7.0,7,,,,,,
,,,,,16590,4.0,4,,,,,,
,,,,,16604,14.0,14,,,,,,
,,,,,16612,8.0,8,,,,,,
,,,,,16618,6.0,6,,,,,,
,,,,,16624,6.0,6,,,,,,
,,,,,16631,7.0,7,,,,,,
,,,,,16637,6.0,6,,,,,,
,,,,,16643,6.0,6,,,,,,
,,,,,16647,4.0,4,,,,,,
,,,,,16654,7.0,7,,,,,,
,,,,,16662,8.0,8,,,,,,
,,,,,16666,4.0,4,,,,,,
,,,,,16676,10.0,10,,,,,,
,,,,,16682,6.0,6,,,,,,
,,,,,16692,10.0,10,,,,,,
,,,,,16696,4.0,4,,,,,,
,,,,,16701,5.0,5,,,,,,
,,,,,16705,4.0,4,,,,,,
,,,,,16710,5.0,5,,,,,,
,,,,,16722,12.0,12,,,,,,
,,,,,16728,6.0,6,,,,,,
,,,,,16739,11.0,11,,,,,,
,,,,,16743,4.0,4,,,,,,
,,,,,16754,11.0,11,,,,,,
,,,,,16758,4.0,4,,,,,,
,,,,,16766,8.0,8,,,,,,
,,,,,16776,10.0,10,,,,,,
,,,,,16782,6.0,6,,,,,,
,,,,,16792,10.0,10,,,,,,
,,,,,16802,10.0,10,,,,,,
,,,,,16811,9.0,9,,,,,,
,,,,,16817,6.0,6,,,,,,
,,,,,16821,4.0,4,,,,,,
,,,,,16835,14.0,14,,,,,,
,,,,,16844,9.0,9,,,,,,
,,,,,16860,16.0,16,,,,,,
,,,,,16869,9.0,9,,,,,,
,,,,,16872,3.0,3,,,,,,
,,,,,16875,3.0,3,,,,,,
,,,,,16880,5.0,5,,,,,,
,,,,,16885,5.0,5,,,,,,
,,,,,16897,12.0,12,,,,,,
,,,,,16900,3.0,3,,,,,,
,,,,,16909,9.0,9,,,,,,
,,,,,16917,8.0,8,,,,,,
,,,,,16921,4.0,4,,,,,,
,,,,,16927,6.0,6,,,,,,
,,,,,16932,5.0,5,,,,,,
,,,,,16939,7.0,7,,,,,,
,,,,,16951,12.0,12,,,,,,
,,,,,16955,4.0,4,,,,,,
,,,,,16959,4.0,4,,,,,,
,,,,,16983,24.0,24,,,,,,
,,,,,16987,4.0,4,,,,,,
,,,,,16991,4.0,4,,,,,,
,,,,,16995,4.0,4,,,,,,
,,,,,17000,5.0,5,,,,,,
,,,,,17000,,,1.9794957637786865,4.945701599121094,5.074898719787598,0.0003,0.0003,0.1
,,,,,17003,3.0,3,,,,,,
,,,,,17013,10.0,10,,,,,,
,,,,,17018,5.0,5,,,,,,
,,,,,17021,3.0,3,,,,,,
,,,,,17024,3.0,3,,,,,,
,,,,,17028,4.0,4,,,,,,
,,,,,17037,9.0,9,,,,,,
,,,,,17042,5.0,5,,,,,,
,,,,,17046,4.0,4,,,,,,
,,,,,17052,6.0,6,,,,,,
,,,,,17056,4.0,4,,,,,,
,,,,,17059,3.0,3,,,,,,
,,,,,17065,6.0,6,,,,,,
,,,,,17077,12.0,12,,,,,,
,,,,,17080,3.0,3,,,,,,
,,,,,17084,4.0,4,,,,,,
,,,,,17087,3.0,3,,,,,,
,,,,,17091,4.0,4,,,,,,
,,,,,17097,6.0,6,,,,,,
,,,,,17106,9.0,9,,,,,,
,,,,,17113,7.0,7,,,,,,
,,,,,17131,18.0,18,,,,,,
,,,,,17135,4.0,4,,,,,,
,,,,,17139,4.0,4,,,,,,
,,,,,17147,8.0,8,,,,,,
,,,,,17152,5.0,5,,,,,,
,,,,,17162,10.0,10,,,,,,
,,,,,17178,16.0,16,,,,,,
,,,,,17185,7.0,7,,,,,,
,,,,,17194,9.0,9,,,,,,
,,,,,17200,6.0,6,,,,,,
,,,,,17205,5.0,5,,,,,,
,,,,,17209,4.0,4,,,,,,
,,,,,17216,7.0,7,,,,,,
,,,,,17219,3.0,3,,,,,,
,,,,,17225,6.0,6,,,,,,
,,,,,17228,3.0,3,,,,,,
,,,,,17231,3.0,3,,,,,,
,,,,,17237,6.0,6,,,,,,
,,,,,17242,5.0,5,,,,,,
,,,,,17252,10.0,10,,,,,,
,,,,,17260,8.0,8,,,,,,
,,,,,17265,5.0,5,,,,,,
,,,,,17269,4.0,4,,,,,,
,,,,,17283,14.0,14,,,,,,
,,,,,17294,11.0,11,,,,,,
,,,,,17306,12.0,12,,,,,,
,,,,,17309,3.0,3,,,,,,
,,,,,17313,4.0,4,,,,,,
,,,,,17319,6.0,6,,,,,,
,,,,,17325,6.0,6,,,,,,
,,,,,17329,4.0,4,,,,,,
,,,,,17334,5.0,5,,,,,,
,,,,,17342,8.0,8,,,,,,
,,,,,17354,12.0,12,,,,,,
,,,,,17360,6.0,6,,,,,,
,,,,,17363,3.0,3,,,,,,
,,,,,17367,4.0,4,,,,,,
,,,,,17378,11.0,11,,,,,,
,,,,,17381,3.0,3,,,,,,
,,,,,17387,6.0,6,,,,,,
,,,,,17391,4.0,4,,,,,,
,,,,,17396,5.0,5,,,,,,
,,,,,17400,4.0,4,,,,,,
,,,,,17404,4.0,4,,,,,,
,,,,,17411,7.0,7,,,,,,
,,,,,17414,3.0,3,,,,,,
,,,,,17422,8.0,8,,,,,,
,,,,,17428,6.0,6,,,,,,
,,,,,17432,4.0,4,,,,,,
,,,,,17436,4.0,4,,,,,,
,,,,,17439,3.0,3,,,,,,
,,,,,17449,10.0,10,,,,,,
,,,,,17454,5.0,5,,,,,,
,,,,,17458,4.0,4,,,,,,
,,,,,17464,6.0,6,,,,,,
,,,,,17469,5.0,5,,,,,,
,,,,,17472,3.0,3,,,,,,
,,,,,17477,5.0,5,,,,,,
,,,,,17482,5.0,5,,,,,,
,,,,,17485,3.0,3,,,,,,
,,,,,17489,4.0,4,,,,,,
,,,,,17497,8.0,8,,,,,,
,,,,,17509,12.0,12,,,,,,
,,,,,17521,12.0,12,,,,,,
,,,,,17532,11.0,11,,,,,,
,,,,,17541,9.0,9,,,,,,
,,,,,17546,5.0,5,,,,,,
,,,,,17562,16.0,16,,,,,,
,,,,,17567,5.0,5,,,,,,
,,,,,17572,5.0,5,,,,,,
,,,,,17575,3.0,3,,,,,,
,,,,,17581,6.0,6,,,,,,
,,,,,17587,6.0,6,,,,,,
,,,,,17590,3.0,3,,,,,,
,,,,,17596,6.0,6,,,,,,
,,,,,17602,6.0,6,,,,,,
,,,,,17606,4.0,4,,,,,,
,,,,,17610,4.0,4,,,,,,
,,,,,17625,15.0,15,,,,,,
,,,,,17633,8.0,8,,,,,,
,,,,,17641,8.0,8,,,,,,
,,,,,17652,11.0,11,,,,,,
,,,,,17669,17.0,17,,,,,,
,,,,,17676,7.0,7,,,,,,
,,,,,17682,6.0,6,,,,,,
,,,,,17691,9.0,9,,,,,,
,,,,,17695,4.0,4,,,,,,
,,,,,17700,5.0,5,,,,,,
,,,,,17703,3.0,3,,,,,,
,,,,,17708,5.0,5,,,,,,
,,,,,17712,4.0,4,,,,,,
,,,,,17721,9.0,9,,,,,,
,,,,,17725,4.0,4,,,,,,
,,,,,17730,5.0,5,,,,,,
,,,,,17741,11.0,11,,,,,,
,,,,,17744,3.0,3,,,,,,
,,,,,17750,6.0,6,,,,,,
,,,,,17754,4.0,4,,,,,,
,,,,,17764,10.0,10,,,,,,
,,,,,17769,5.0,5,,,,,,
,,,,,17772,3.0,3,,,,,,
,,,,,17778,6.0,6,,,,,,
,,,,,17791,13.0,13,,,,,,
,,,,,17808,17.0,17,,,,,,
,,,,,17813,5.0,5,,,,,,
,,,,,17820,7.0,7,,,,,,
,,,,,17828,8.0,8,,,,,,
,,,,,17833,5.0,5,,,,,,
,,,,,17840,7.0,7,,,,,,
,,,,,17843,3.0,3,,,,,,
,,,,,17846,3.0,3,,,,,,
,,,,,17855,9.0,9,,,,,,
,,,,,17860,5.0,5,,,,,,
,,,,,17863,3.0,3,,,,,,
,,,,,17868,5.0,5,,,,,,
,,,,,17877,9.0,9,,,,,,
,,,,,17885,8.0,8,,,,,,
,,,,,17890,5.0,5,,,,,,
,,,,,17894,4.0,4,,,,,,
,,,,,17897,3.0,3,,,,,,
,,,,,17906,9.0,9,,,,,,
,,,,,17911,5.0,5,,,,,,
,,,,,17914,3.0,3,,,,,,
,,,,,17919,5.0,5,,,,,,
,,,,,17923,4.0,4,,,,,,
,,,,,17935,12.0,12,,,,,,
,,,,,17938,3.0,3,,,,,,
,,,,,17941,3.0,3,,,,,,
,,,,,17946,5.0,5,,,,,,
,,,,,17950,4.0,4,,,,,,
,,,,,17958,8.0,8,,,,,,
,,,,,17965,7.0,7,,,,,,
,,,,,17968,3.0,3,,,,,,
,,,,,17972,4.0,4,,,,,,
,,,,,17986,14.0,14,,,,,,
,,,,,17990,4.0,4,,,,,,
,,,,,18000,10.0,10,,,,,,
,,,,,18000,,,1.786570429801941,4.819522857666016,4.852627754211426,0.0003,0.0003,0.1
,,,,,18007,7.0,7,,,,,,
,,,,,18011,4.0,4,,,,,,
,,,,,18015,4.0,4,,,,,,
,,,,,18025,10.0,10,,,,,,
,,,,,18035,10.0,10,,,,,,
,,,,,18051,16.0,16,,,,,,
,,,,,18054,3.0,3,,,,,,
,,,,,18058,4.0,4,,,,,,
,,,,,18064,6.0,6,,,,,,
,,,,,18072,8.0,8,,,,,,
,,,,,18077,5.0,5,,,,,,
,,,,,18081,4.0,4,,,,,,
,,,,,18088,7.0,7,,,,,,
,,,,,18092,4.0,4,,,,,,
,,,,,18096,4.0,4,,,,,,
,,,,,18100,4.0,4,,,,,,
,,,,,18113,13.0,13,,,,,,
,,,,,18127,14.0,14,,,,,,
,,,,,18132,5.0,5,,,,,,
,,,,,18138,6.0,6,,,,,,
,,,,,18147,9.0,9,,,,,,
,,,,,18155,8.0,8,,,,,,
,,,,,18158,3.0,3,,,,,,
,,,,,18169,11.0,11,,,,,,
,,,,,18173,4.0,4,,,,,,
,,,,,18201,28.0,28,,,,,,
,,,,,18205,4.0,4,,,,,,
,,,,,18211,6.0,6,,,,,,
,,,,,18220,9.0,9,,,,,,
,,,,,18224,4.0,4,,,,,,
,,,,,18227,3.0,3,,,,,,
,,,,,18230,3.0,3,,,,,,
,,,,,18235,5.0,5,,,,,,
,,,,,18243,8.0,8,,,,,,
,,,,,18248,5.0,5,,,,,,
,,,,,18252,4.0,4,,,,,,
,,,,,18257,5.0,5,,,,,,
,,,,,18270,13.0,13,,,,,,
,,,,,18275,5.0,5,,,,,,
,,,,,18279,4.0,4,,,,,,
,,,,,18286,7.0,7,,,,,,
,,,,,18291,5.0,5,,,,,,
,,,,,18304,13.0,13,,,,,,
,,,,,18308,4.0,4,,,,,,
,,,,,18316,8.0,8,,,,,,
,,,,,18324,8.0,8,,,,,,
,,,,,18328,4.0,4,,,,,,
,,,,,18338,10.0,10,,,,,,
,,,,,18341,3.0,3,,,,,,
,,,,,18346,5.0,5,,,,,,
,,,,,18352,6.0,6,,,,,,
,,,,,18383,31.0,31,,,,,,
,,,,,18386,3.0,3,,,,,,
,,,,,18404,18.0,18,,,,,,
,,,,,18411,7.0,7,,,,,,
,,,,,18423,12.0,12,,,,,,
,,,,,18429,6.0,6,,,,,,
,,,,,18434,5.0,5,,,,,,
,,,,,18447,13.0,13,,,,,,
,,,,,18451,4.0,4,,,,,,
,,,,,18463,12.0,12,,,,,,
,,,,,18469,6.0,6,,,,,,
,,,,,18476,7.0,7,,,,,,
,,,,,18482,6.0,6,,,,,,
,,,,,18493,11.0,11,,,,,,
,,,,,18497,4.0,4,,,,,,
,,,,,18503,6.0,6,,,,,,
,,,,,18509,6.0,6,,,,,,
,,,,,18520,11.0,11,,,,,,
,,,,,18527,7.0,7,,,,,,
,,,,,18530,3.0,3,,,,,,
,,,,,18539,9.0,9,,,,,,
,,,,,18543,4.0,4,,,,,,
,,,,,18548,5.0,5,,,,,,
,,,,,18554,6.0,6,,,,,,
,,,,,18560,6.0,6,,,,,,
,,,,,18570,10.0,10,,,,,,
,,,,,18577,7.0,7,,,,,,
,,,,,18580,3.0,3,,,,,,
,,,,,18587,7.0,7,,,,,,
,,,,,18592,5.0,5,,,,,,
,,,,,18596,4.0,4,,,,,,
,,,,,18599,3.0,3,,,,,,
,,,,,18602,3.0,3,,,,,,
,,,,,18606,4.0,4,,,,,,
,,,,,18611,5.0,5,,,,,,
,,,,,18615,4.0,4,,,,,,
,,,,,18620,5.0,5,,,,,,
,,,,,18625,5.0,5,,,,,,
,,,,,18631,6.0,6,,,,,,
,,,,,18634,3.0,3,,,,,,
,,,,,18637,3.0,3,,,,,,
,,,,,18653,16.0,16,,,,,,
,,,,,18656,3.0,3,,,,,,
,,,,,18666,10.0,10,,,,,,
,,,,,18677,11.0,11,,,,,,
,,,,,18682,5.0,5,,,,,,
,,,,,18686,4.0,4,,,,,,
,,,,,18696,10.0,10,,,,,,
,,,,,18699,3.0,3,,,,,,
,,,,,18702,3.0,3,,,,,,
,,,,,18705,3.0,3,,,,,,
,,,,,18711,6.0,6,,,,,,
,,,,,18718,7.0,7,,,,,,
,,,,,18723,5.0,5,,,,,,
,,,,,18726,3.0,3,,,,,,
,,,,,18737,11.0,11,,,,,,
,,,,,18754,17.0,17,,,,,,
,,,,,18759,5.0,5,,,,,,
,,,,,18766,7.0,7,,,,,,
,,,,,18775,9.0,9,,,,,,
,,,,,18781,6.0,6,,,,,,
,,,,,18785,4.0,4,,,,,,
,,,,,18805,20.0,20,,,,,,
,,,,,18809,4.0,4,,,,,,
,,,,,18817,8.0,8,,,,,,
,,,,,18827,10.0,10,,,,,,
,,,,,18837,10.0,10,,,,,,
,,,,,18841,4.0,4,,,,,,
,,,,,18845,4.0,4,,,,,,
,,,,,18854,9.0,9,,,,,,
,,,,,18859,5.0,5,,,,,,
,,,,,18862,3.0,3,,,,,,
,,,,,18874,12.0,12,,,,,,
,,,,,18880,6.0,6,,,,,,
,,,,,18889,9.0,9,,,,,,
,,,,,18900,11.0,11,,,,,,
,,,,,18904,4.0,4,,,,,,
,,,,,18915,11.0,11,,,,,,
,,,,,18918,3.0,3,,,,,,
,,,,,18921,3.0,3,,,,,,
,,,,,18927,6.0,6,,,,,,
,,,,,18936,9.0,9,,,,,,
,,,,,18939,3.0,3,,,,,,
,,,,,18944,5.0,5,,,,,,
,,,,,18957,13.0,13,,,,,,
,,,,,18963,6.0,6,,,,,,
,,,,,18977,14.0,14,,,,,,
,,,,,18982,5.0,5,,,,,,
,,,,,18997,15.0,15,,,,,,
,,,,,19000,3.0,3,,,,,,
,,,,,19000,,,1.997448444366455,4.737448215484619,4.633286476135254,0.0003,0.0003,0.1
,,,,,19003,3.0,3,,,,,,
,,,,,19007,4.0,4,,,,,,
,,,,,19015,8.0,8,,,,,,
