Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,4720,3.0,3,,,,,,
,,,,,4728,8.0,8,,,,,,
,,,,,4737,9.0,9,,,,,,
,,,,,4743,6.0,6,,,,,,
,,,,,4753,10.0,10,,,,,,
,,,,,4761,8.0,8,,,,,,
,,,,,4765,4.0,4,,,,,,
,,,,,4776,11.0,11,,,,,,
,,,,,4785,9.0,9,,,,,,
,,,,,4792,7.0,7,,,,,,
,,,,,4798,6.0,6,,,,,,
,,,,,4805,7.0,7,,,,,,
,,,,,4815,10.0,10,,,,,,
,,,,,4820,5.0,5,,,,,,
,,,,,4827,7.0,7,,,,,,
,,,,,4835,8.0,8,,,,,,
,,,,,4853,18.0,18,,,,,,
,,,,,4857,4.0,4,,,,,,
,,,,,4869,12.0,12,,,,,,
,,,,,4873,4.0,4,,,,,,
,,,,,4886,13.0,13,,,,,,
,,,,,4892,6.0,6,,,,,,
,,,,,4899,7.0,7,,,,,,
,,,,,4904,5.0,5,,,,,,
,,,,,4913,9.0,9,,,,,,
,,,,,4917,4.0,4,,,,,,
,,,,,4924,7.0,7,,,,,,
,,,,,4930,6.0,6,,,,,,
,,,,,4933,3.0,3,,,,,,
,,,,,4937,4.0,4,,,,,,
,,,,,4942,5.0,5,,,,,,
,,,,,4945,3.0,3,,,,,,
,,,,,4952,7.0,7,,,,,,
,,,,,4957,5.0,5,,,,,,
,,,,,4960,3.0,3,,,,,,
,,,,,4971,11.0,11,,,,,,
,,,,,4985,14.0,14,,,,,,
,,,,,4994,9.0,9,,,,,,
,,,,,4998,4.0,4,,,,,,
6.0,2.236068,10.0,3.0,6.0,5000,,,0.97451251745224,0.058924030512571335,1.0452972650527954,0.0003,0.0003,0.1
,,,,,5002,4.0,4,,,,,,
,,,,,5017,15.0,15,,,,,,
,,,,,5035,18.0,18,,,,,,
,,,,,5049,14.0,14,,,,,,
,,,,,5055,6.0,6,,,,,,
,,,,,5060,5.0,5,,,,,,
,,,,,5063,3.0,3,,,,,,
,,,,,5071,8.0,8,,,,,,
,,,,,5075,4.0,4,,,,,,
,,,,,5085,10.0,10,,,,,,
,,,,,5089,4.0,4,,,,,,
,,,,,5093,4.0,4,,,,,,
,,,,,5097,4.0,4,,,,,,
,,,,,5104,7.0,7,,,,,,
,,,,,5109,5.0,5,,,,,,
,,,,,5114,5.0,5,,,,,,
,,,,,5122,8.0,8,,,,,,
,,,,,5145,23.0,23,,,,,,
,,,,,5150,5.0,5,,,,,,
,,,,,5156,6.0,6,,,,,,
,,,,,5164,8.0,8,,,,,,
,,,,,5169,5.0,5,,,,,,
,,,,,5172,3.0,3,,,,,,
,,,,,5177,5.0,5,,,,,,
,,,,,5184,7.0,7,,,,,,
,,,,,5191,7.0,7,,,,,,
,,,,,5194,3.0,3,,,,,,
,,,,,5202,8.0,8,,,,,,
,,,,,5205,3.0,3,,,,,,
,,,,,5208,3.0,3,,,,,,
,,,,,5215,7.0,7,,,,,,
,,,,,5221,6.0,6,,,,,,
,,,,,5228,7.0,7,,,,,,
,,,,,5231,3.0,3,,,,,,
,,,,,5234,3.0,3,,,,,,
,,,,,5240,6.0,6,,,,,,
,,,,,5255,15.0,15,,,,,,
,,,,,5272,17.0,17,,,,,,
,,,,,5278,6.0,6,,,,,,
,,,,,5282,4.0,4,,,,,,
,,,,,5287,5.0,5,,,,,,
,,,,,5290,3.0,3,,,,,,
,,,,,5297,7.0,7,,,,,,
,,,,,5304,7.0,7,,,,,,
,,,,,5308,4.0,4,,,,,,
,,,,,5314,6.0,6,,,,,,
,,,,,5318,4.0,4,,,,,,
,,,,,5321,3.0,3,,,,,,
,,,,,5327,6.0,6,,,,,,
,,,,,5334,7.0,7,,,,,,
,,,,,5337,3.0,3,,,,,,
,,,,,5342,5.0,5,,,,,,
,,,,,5350,8.0,8,,,,,,
,,,,,5355,5.0,5,,,,,,
,,,,,5364,9.0,9,,,,,,
,,,,,5369,5.0,5,,,,,,
,,,,,5375,6.0,6,,,,,,
,,,,,5382,7.0,7,,,,,,
,,,,,5390,8.0,8,,,,,,
,,,,,5394,4.0,4,,,,,,
,,,,,5401,7.0,7,,,,,,
,,,,,5407,6.0,6,,,,,,
,,,,,5410,3.0,3,,,,,,
,,,,,5423,13.0,13,,,,,,
,,,,,5431,8.0,8,,,,,,
,,,,,5444,13.0,13,,,,,,
,,,,,5447,3.0,3,,,,,,
,,,,,5454,7.0,7,,,,,,
,,,,,5461,7.0,7,,,,,,
,,,,,5466,5.0,5,,,,,,
,,,,,5471,5.0,5,,,,,,
,,,,,5478,7.0,7,,,,,,
,,,,,5481,3.0,3,,,,,,
,,,,,5484,3.0,3,,,,,,
,,,,,5487,3.0,3,,,,,,
,,,,,5494,7.0,7,,,,,,
,,,,,5503,9.0,9,,,,,,
,,,,,5515,12.0,12,,,,,,
,,,,,5522,7.0,7,,,,,,
,,,,,5526,4.0,4,,,,,,
,,,,,5529,3.0,3,,,,,,
,,,,,5534,5.0,5,,,,,,
,,,,,5543,9.0,9,,,,,,
,,,,,5553,10.0,10,,,,,,
,,,,,5558,5.0,5,,,,,,
,,,,,5564,6.0,6,,,,,,
,,,,,5570,6.0,6,,,,,,
,,,,,5574,4.0,4,,,,,,
,,,,,5580,6.0,6,,,,,,
,,,,,5583,3.0,3,,,,,,
,,,,,5587,4.0,4,,,,,,
,,,,,5599,12.0,12,,,,,,
,,,,,5612,13.0,13,,,,,,
,,,,,5619,7.0,7,,,,,,
,,,,,5627,8.0,8,,,,,,
,,,,,5633,6.0,6,,,,,,
,,,,,5636,3.0,3,,,,,,
,,,,,5639,3.0,3,,,,,,
,,,,,5643,4.0,4,,,,,,
,,,,,5648,5.0,5,,,,,,
,,,,,5672,24.0,24,,,,,,
,,,,,5680,8.0,8,,,,,,
,,,,,5685,5.0,5,,,,,,
,,,,,5693,8.0,8,,,,,,
,,,,,5696,3.0,3,,,,,,
,,,,,5699,3.0,3,,,,,,
,,,,,5705,6.0,6,,,,,,
,,,,,5715,10.0,10,,,,,,
,,,,,5738,23.0,23,,,,,,
,,,,,5758,20.0,20,,,,,,
,,,,,5764,6.0,6,,,,,,
,,,,,5767,3.0,3,,,,,,
,,,,,5772,5.0,5,,,,,,
,,,,,5778,6.0,6,,,,,,
,,,,,5791,13.0,13,,,,,,
,,,,,5800,9.0,9,,,,,,
,,,,,5808,8.0,8,,,,,,
,,,,,5815,7.0,7,,,,,,
,,,,,5820,5.0,5,,,,,,
,,,,,5829,9.0,9,,,,,,
,,,,,5833,4.0,4,,,,,,
,,,,,5838,5.0,5,,,,,,
,,,,,5851,13.0,13,,,,,,
,,,,,5854,3.0,3,,,,,,
,,,,,5864,10.0,10,,,,,,
,,,,,5867,3.0,3,,,,,,
,,,,,5880,13.0,13,,,,,,
,,,,,5885,5.0,5,,,,,,
,,,,,5891,6.0,6,,,,,,
,,,,,5894,3.0,3,,,,,,
,,,,,5901,7.0,7,,,,,,
,,,,,5909,8.0,8,,,,,,
,,,,,5914,5.0,5,,,,,,
,,,,,5918,4.0,4,,,,,,
,,,,,5939,21.0,21,,,,,,
,,,,,5946,7.0,7,,,,,,
,,,,,5950,4.0,4,,,,,,
,,,,,5959,9.0,9,,,,,,
,,,,,5972,13.0,13,,,,,,
,,,,,5982,10.0,10,,,,,,
,,,,,5989,7.0,7,,,,,,
,,,,,6000,,,0.7306531667709351,3.8411738872528076,3.779909133911133,0.0003,0.0003,0.1
,,,,,6005,16.0,16,,,,,,
,,,,,6011,6.0,6,,,,,,
,,,,,6020,9.0,9,,,,,,
,,,,,6024,4.0,4,,,,,,
,,,,,6033,9.0,9,,,,,,
,,,,,6043,10.0,10,,,,,,
,,,,,6046,3.0,3,,,,,,
,,,,,6054,8.0,8,,,,,,
,,,,,6062,8.0,8,,,,,,
,,,,,6070,8.0,8,,,,,,
,,,,,6075,5.0,5,,,,,,
,,,,,6081,6.0,6,,,,,,
,,,,,6085,4.0,4,,,,,,
,,,,,6091,6.0,6,,,,,,
,,,,,6108,17.0,17,,,,,,
,,,,,6112,4.0,4,,,,,,
,,,,,6116,4.0,4,,,,,,
,,,,,6128,12.0,12,,,,,,
,,,,,6135,7.0,7,,,,,,
,,,,,6143,8.0,8,,,,,,
,,,,,6150,7.0,7,,,,,,
,,,,,6153,3.0,3,,,,,,
,,,,,6161,8.0,8,,,,,,
,,,,,6164,3.0,3,,,,,,
,,,,,6170,6.0,6,,,,,,
,,,,,6177,7.0,7,,,,,,
,,,,,6182,5.0,5,,,,,,
,,,,,6187,5.0,5,,,,,,
,,,,,6195,8.0,8,,,,,,
,,,,,6202,7.0,7,,,,,,
,,,,,6211,9.0,9,,,,,,
,,,,,6215,4.0,4,,,,,,
,,,,,6224,9.0,9,,,,,,
,,,,,6230,6.0,6,,,,,,
,,,,,6237,7.0,7,,,,,,
,,,,,6243,6.0,6,,,,,,
,,,,,6257,14.0,14,,,,,,
,,,,,6262,5.0,5,,,,,,
,,,,,6266,4.0,4,,,,,,
,,,,,6269,3.0,3,,,,,,
,,,,,6278,9.0,9,,,,,,
,,,,,6283,5.0,5,,,,,,
,,,,,6289,6.0,6,,,,,,
,,,,,6298,9.0,9,,,,,,
,,,,,6301,3.0,3,,,,,,
,,,,,6305,4.0,4,,,,,,
,,,,,6320,15.0,15,,,,,,
,,,,,6338,18.0,18,,,,,,
,,,,,6345,7.0,7,,,,,,
,,,,,6350,5.0,5,,,,,,
,,,,,6355,5.0,5,,,,,,
,,,,,6364,9.0,9,,,,,,
,,,,,6368,4.0,4,,,,,,
,,,,,6374,6.0,6,,,,,,
,,,,,6387,13.0,13,,,,,,
,,,,,6396,9.0,9,,,,,,
,,,,,6405,9.0,9,,,,,,
,,,,,6412,7.0,7,,,,,,
,,,,,6423,11.0,11,,,,,,
,,,,,6432,9.0,9,,,,,,
,,,,,6441,9.0,9,,,,,,
,,,,,6447,6.0,6,,,,,,
,,,,,6459,12.0,12,,,,,,
,,,,,6469,10.0,10,,,,,,
,,,,,6474,5.0,5,,,,,,
,,,,,6481,7.0,7,,,,,,
,,,,,6490,9.0,9,,,,,,
,,,,,6500,10.0,10,,,,,,
,,,,,6513,13.0,13,,,,,,
,,,,,6517,4.0,4,,,,,,
,,,,,6522,5.0,5,,,,,,
,,,,,6534,12.0,12,,,,,,
,,,,,6540,6.0,6,,,,,,
,,,,,6546,6.0,6,,,,,,
,,,,,6555,9.0,9,,,,,,
,,,,,6577,22.0,22,,,,,,
,,,,,6588,11.0,11,,,,,,
,,,,,6591,3.0,3,,,,,,
,,,,,6597,6.0,6,,,,,,
,,,,,6601,4.0,4,,,,,,
,,,,,6606,5.0,5,,,,,,
,,,,,6612,6.0,6,,,,,,
,,,,,6631,19.0,19,,,,,,
,,,,,6637,6.0,6,,,,,,
,,,,,6645,8.0,8,,,,,,
,,,,,6662,17.0,17,,,,,,
,,,,,6666,4.0,4,,,,,,
,,,,,6672,6.0,6,,,,,,
,,,,,6680,8.0,8,,,,,,
,,,,,6687,7.0,7,,,,,,
,,,,,6691,4.0,4,,,,,,
,,,,,6700,9.0,9,,,,,,
,,,,,6704,4.0,4,,,,,,
,,,,,6711,7.0,7,,,,,,
,,,,,6714,3.0,3,,,,,,
,,,,,6723,9.0,9,,,,,,
,,,,,6729,6.0,6,,,,,,
,,,,,6733,4.0,4,,,,,,
,,,,,6736,3.0,3,,,,,,
,,,,,6745,9.0,9,,,,,,
,,,,,6750,5.0,5,,,,,,
,,,,,6755,5.0,5,,,,,,
,,,,,6770,15.0,15,,,,,,
,,,,,6774,4.0,4,,,,,,
,,,,,6778,4.0,4,,,,,,
,,,,,6783,5.0,5,,,,,,
,,,,,6786,3.0,3,,,,,,
,,,,,6811,25.0,25,,,,,,
,,,,,6818,7.0,7,,,,,,
,,,,,6823,5.0,5,,,,,,
,,,,,6827,4.0,4,,,,,,
,,,,,6837,10.0,10,,,,,,
,,,,,6848,11.0,11,,,,,,
,,,,,6854,6.0,6,,,,,,
,,,,,6858,4.0,4,,,,,,
,,,,,6866,8.0,8,,,,,,
,,,,,6873,7.0,7,,,,,,
,,,,,6878,5.0,5,,,,,,
,,,,,6884,6.0,6,,,,,,
,,,,,6887,3.0,3,,,,,,
,,,,,6890,3.0,3,,,,,,
,,,,,6898,8.0,8,,,,,,
,,,,,6911,13.0,13,,,,,,
,,,,,6918,7.0,7,,,,,,
,,,,,6923,5.0,5,,,,,,
,,,,,6927,4.0,4,,,,,,
,,,,,6932,5.0,5,,,,,,
,,,,,6937,5.0,5,,,,,,
,,,,,6940,3.0,3,,,,,,
,,,,,6948,8.0,8,,,,,,
,,,,,6960,12.0,12,,,,,,
,,,,,6965,5.0,5,,,,,,
,,,,,6970,5.0,5,,,,,,
,,,,,6973,3.0,3,,,,,,
,,,,,6977,4.0,4,,,,,,
,,,,,6987,10.0,10,,,,,,
,,,,,6990,3.0,3,,,,,,
,,,,,6996,6.0,6,,,,,,
,,,,,7000,4.0,4,,,,,,
,,,,,7000,,,1.1596739292144775,4.998053550720215,5.068840026855469,0.0003,0.0003,0.1
,,,,,7009,9.0,9,,,,,,
,,,,,7020,11.0,11,,,,,,
,,,,,7031,11.0,11,,,,,,
,,,,,7035,4.0,4,,,,,,
,,,,,7039,4.0,4,,,,,,
,,,,,7043,4.0,4,,,,,,
,,,,,7046,3.0,3,,,,,,
,,,,,7049,3.0,3,,,,,,
,,,,,7060,11.0,11,,,,,,
,,,,,7069,9.0,9,,,,,,
,,,,,7084,15.0,15,,,,,,
,,,,,7087,3.0,3,,,,,,
,,,,,7101,14.0,14,,,,,,
,,,,,7112,11.0,11,,,,,,
,,,,,7115,3.0,3,,,,,,
,,,,,7122,7.0,7,,,,,,
,,,,,7125,3.0,3,,,,,,
,,,,,7128,3.0,3,,,,,,
,,,,,7138,10.0,10,,,,,,
,,,,,7141,3.0,3,,,,,,
,,,,,7151,10.0,10,,,,,,
,,,,,7155,4.0,4,,,,,,
,,,,,7159,4.0,4,,,,,,
,,,,,7162,3.0,3,,,,,,
,,,,,7166,4.0,4,,,,,,
,,,,,7174,8.0,8,,,,,,
,,,,,7185,11.0,11,,,,,,
,,,,,7194,9.0,9,,,,,,
,,,,,7198,4.0,4,,,,,,
,,,,,7210,12.0,12,,,,,,
,,,,,7216,6.0,6,,,,,,
,,,,,7221,5.0,5,,,,,,
,,,,,7224,3.0,3,,,,,,
,,,,,7248,24.0,24,,,,,,
,,,,,7256,8.0,8,,,,,,
,,,,,7260,4.0,4,,,,,,
,,,,,7263,3.0,3,,,,,,
,,,,,7269,6.0,6,,,,,,
,,,,,7274,5.0,5,,,,,,
,,,,,7289,15.0,15,,,,,,
,,,,,7295,6.0,6,,,,,,
,,,,,7301,6.0,6,,,,,,
,,,,,7304,3.0,3,,,,,,
,,,,,7307,3.0,3,,,,,,
,,,,,7312,5.0,5,,,,,,
,,,,,7321,9.0,9,,,,,,
,,,,,7326,5.0,5,,,,,,
,,,,,7332,6.0,6,,,,,,
,,,,,7340,8.0,8,,,,,,
,,,,,7343,3.0,3,,,,,,
,,,,,7349,6.0,6,,,,,,
,,,,,7358,9.0,9,,,,,,
,,,,,7367,9.0,9,,,,,,
,,,,,7375,8.0,8,,,,,,
,,,,,7380,5.0,5,,,,,,
,,,,,7385,5.0,5,,,,,,
,,,,,7401,16.0,16,,,,,,
,,,,,7411,10.0,10,,,,,,
,,,,,7419,8.0,8,,,,,,
,,,,,7423,4.0,4,,,,,,
,,,,,7427,4.0,4,,,,,,
,,,,,7436,9.0,9,,,,,,
,,,,,7439,3.0,3,,,,,,
,,,,,7444,5.0,5,,,,,,
,,,,,7450,6.0,6,,,,,,
,,,,,7453,3.0,3,,,,,,
,,,,,7462,9.0,9,,,,,,
,,,,,7468,6.0,6,,,,,,
,,,,,7472,4.0,4,,,,,,
,,,,,7476,4.0,4,,,,,,
,,,,,7489,13.0,13,,,,,,
,,,,,7494,5.0,5,,,,,,
,,,,,7497,3.0,3,,,,,,
,,,,,7516,19.0,19,,,,,,
,,,,,7520,4.0,4,,,,,,
,,,,,7525,5.0,5,,,,,,
,,,,,7530,5.0,5,,,,,,
,,,,,7534,4.0,4,,,,,,
,,,,,7539,5.0,5,,,,,,
,,,,,7542,3.0,3,,,,,,
,,,,,7555,13.0,13,,,,,,
,,,,,7564,9.0,9,,,,,,
,,,,,7569,5.0,5,,,,,,
,,,,,7574,5.0,5,,,,,,
,,,,,7584,10.0,10,,,,,,
,,,,,7598,14.0,14,,,,,,
,,,,,7606,8.0,8,,,,,,
,,,,,7614,8.0,8,,,,,,
,,,,,7617,3.0,3,,,,,,
,,,,,7622,5.0,5,,,,,,
,,,,,7629,7.0,7,,,,,,
,,,,,7637,8.0,8,,,,,,
,,,,,7641,4.0,4,,,,,,
,,,,,7645,4.0,4,,,,,,
,,,,,7651,6.0,6,,,,,,
,,,,,7662,11.0,11,,,,,,
,,,,,7667,5.0,5,,,,,,
,,,,,7674,7.0,7,,,,,,
,,,,,7678,4.0,4,,,,,,
,,,,,7681,3.0,3,,,,,,
,,,,,7685,4.0,4,,,,,,
,,,,,7688,3.0,3,,,,,,
,,,,,7698,10.0,10,,,,,,
,,,,,7703,5.0,5,,,,,,
,,,,,7708,5.0,5,,,,,,
,,,,,7714,6.0,6,,,,,,
,,,,,7721,7.0,7,,,,,,
,,,,,7724,3.0,3,,,,,,
,,,,,7727,3.0,3,,,,,,
,,,,,7730,3.0,3,,,,,,
,,,,,7734,4.0,4,,,,,,
,,,,,7738,4.0,4,,,,,,
,,,,,7741,3.0,3,,,,,,
,,,,,7745,4.0,4,,,,,,
,,,,,7751,6.0,6,,,,,,
,,,,,7754,3.0,3,,,,,,
,,,,,7759,5.0,5,,,,,,
,,,,,7762,3.0,3,,,,,,
,,,,,7766,4.0,4,,,,,,
,,,,,7772,6.0,6,,,,,,
,,,,,7778,6.0,6,,,,,,
,,,,,7782,4.0,4,,,,,,
,,,,,7799,17.0,17,,,,,,
,,,,,7807,8.0,8,,,,,,
,,,,,7811,4.0,4,,,,,,
,,,,,7816,5.0,5,,,,,,
,,,,,7820,4.0,4,,,,,,
,,,,,7823,3.0,3,,,,,,
,,,,,7830,7.0,7,,,,,,
,,,,,7838,8.0,8,,,,,,
,,,,,7842,4.0,4,,,,,,
,,,,,7845,3.0,3,,,,,,
,,,,,7857,12.0,12,,,,,,
,,,,,7861,4.0,4,,,,,,
,,,,,7866,5.0,5,,,,,,
,,,,,7875,9.0,9,,,,,,
,,,,,7879,4.0,4,,,,,,
,,,,,7888,9.0,9,,,,,,
,,,,,7893,5.0,5,,,,,,
,,,,,7907,14.0,14,,,,,,
,,,,,7918,11.0,11,,,,,,
,,,,,7946,28.0,28,,,,,,
,,,,,7950,4.0,4,,,,,,
,,,,,7957,7.0,7,,,,,,
,,,,,7960,3.0,3,,,,,,
,,,,,7968,8.0,8,,,,,,
,,,,,7975,7.0,7,,,,,,
,,,,,7983,8.0,8,,,,,,
,,,,,7992,9.0,9,,,,,,
,,,,,8000,8.0,8,,,,,,
,,,,,8000,,,1.6898897886276245,4.697916030883789,4.608660697937012,0.0003,0.0003,0.1
,,,,,8006,6.0,6,,,,,,
,,,,,8013,7.0,7,,,,,,
,,,,,8016,3.0,3,,,,,,
,,,,,8026,10.0,10,,,,,,
,,,,,8031,5.0,5,,,,,,
,,,,,8038,7.0,7,,,,,,
,,,,,8043,5.0,5,,,,,,
,,,,,8051,8.0,8,,,,,,
,,,,,8054,3.0,3,,,,,,
,,,,,8060,6.0,6,,,,,,
,,,,,8064,4.0,4,,,,,,
,,,,,8074,10.0,10,,,,,,
,,,,,8084,10.0,10,,,,,,
,,,,,8094,10.0,10,,,,,,
,,,,,8101,7.0,7,,,,,,
,,,,,8104,3.0,3,,,,,,
,,,,,8112,8.0,8,,,,,,
,,,,,8121,9.0,9,,,,,,
,,,,,8129,8.0,8,,,,,,
,,,,,8134,5.0,5,,,,,,
,,,,,8139,5.0,5,,,,,,
,,,,,8144,5.0,5,,,,,,
,,,,,8151,7.0,7,,,,,,
,,,,,8160,9.0,9,,,,,,
,,,,,8164,4.0,4,,,,,,
,,,,,8172,8.0,8,,,,,,
,,,,,8176,4.0,4,,,,,,
,,,,,8191,15.0,15,,,,,,
,,,,,8194,3.0,3,,,,,,
,,,,,8200,6.0,6,,,,,,
,,,,,8204,4.0,4,,,,,,
,,,,,8209,5.0,5,,,,,,
,,,,,8225,16.0,16,,,,,,
,,,,,8237,12.0,12,,,,,,
,,,,,8244,7.0,7,,,,,,
,,,,,8249,5.0,5,,,,,,
,,,,,8252,3.0,3,,,,,,
,,,,,8255,3.0,3,,,,,,
,,,,,8268,13.0,13,,,,,,
,,,,,8274,6.0,6,,,,,,
,,,,,8278,4.0,4,,,,,,
,,,,,8283,5.0,5,,,,,,
,,,,,8290,7.0,7,,,,,,
,,,,,8294,4.0,4,,,,,,
,,,,,8302,8.0,8,,,,,,
,,,,,8310,8.0,8,,,,,,
,,,,,8314,4.0,4,,,,,,
,,,,,8319,5.0,5,,,,,,
,,,,,8330,11.0,11,,,,,,
,,,,,8334,4.0,4,,,,,,
,,,,,8338,4.0,4,,,,,,
,,,,,8341,3.0,3,,,,,,
,,,,,8345,4.0,4,,,,,,
,,,,,8363,18.0,18,,,,,,
,,,,,8375,12.0,12,,,,,,
,,,,,8387,12.0,12,,,,,,
,,,,,8395,8.0,8,,,,,,
,,,,,8403,8.0,8,,,,,,
,,,,,8408,5.0,5,,,,,,
,,,,,8414,6.0,6,,,,,,
,,,,,8417,3.0,3,,,,,,
,,,,,8423,6.0,6,,,,,,
,,,,,8428,5.0,5,,,,,,
,,,,,8431,3.0,3,,,,,,
,,,,,8435,4.0,4,,,,,,
,,,,,8444,9.0,9,,,,,,
,,,,,8448,4.0,4,,,,,,
,,,,,8458,10.0,10,,,,,,
,,,,,8462,4.0,4,,,,,,
,,,,,8465,3.0,3,,,,,,
,,,,,8470,5.0,5,,,,,,
,,,,,8481,11.0,11,,,,,,
,,,,,8491,10.0,10,,,,,,
,,,,,8498,7.0,7,,,,,,
,,,,,8502,4.0,4,,,,,,
,,,,,8518,16.0,16,,,,,,
,,,,,8523,5.0,5,,,,,,
,,,,,8526,3.0,3,,,,,,
,,,,,8529,3.0,3,,,,,,
,,,,,8533,4.0,4,,,,,,
,,,,,8539,6.0,6,,,,,,
,,,,,8551,12.0,12,,,,,,
,,,,,8555,4.0,4,,,,,,
,,,,,8560,5.0,5,,,,,,
,,,,,8564,4.0,4,,,,,,
,,,,,8573,9.0,9,,,,,,
,,,,,8584,11.0,11,,,,,,
,,,,,8589,5.0,5,,,,,,
,,,,,8599,10.0,10,,,,,,
,,,,,8602,3.0,3,,,,,,
,,,,,8607,5.0,5,,,,,,
,,,,,8611,4.0,4,,,,,,
,,,,,8616,5.0,5,,,,,,
,,,,,8622,6.0,6,,,,,,
,,,,,8639,17.0,17,,,,,,
,,,,,8642,3.0,3,,,,,,
,,,,,8648,6.0,6,,,,,,
,,,,,8659,11.0,11,,,,,,
,,,,,8663,4.0,4,,,,,,
,,,,,8671,8.0,8,,,,,,
,,,,,8675,4.0,4,,,,,,
,,,,,8682,7.0,7,,,,,,
,,,,,8685,3.0,3,,,,,,
,,,,,8702,17.0,17,,,,,,
,,,,,8708,6.0,6,,,,,,
,,,,,8713,5.0,5,,,,,,
,,,,,8717,4.0,4,,,,,,
,,,,,8727,10.0,10,,,,,,
,,,,,8731,4.0,4,,,,,,
,,,,,8734,3.0,3,,,,,,
,,,,,8753,19.0,19,,,,,,
,,,,,8757,4.0,4,,,,,,
,,,,,8765,8.0,8,,,,,,
,,,,,8772,7.0,7,,,,,,
,,,,,8780,8.0,8,,,,,,
,,,,,8784,4.0,4,,,,,,
,,,,,8788,4.0,4,,,,,,
,,,,,8791,3.0,3,,,,,,
,,,,,8797,6.0,6,,,,,,
,,,,,8805,8.0,8,,,,,,
,,,,,8809,4.0,4,,,,,,
,,,,,8815,6.0,6,,,,,,
,,,,,8820,5.0,5,,,,,,
,,,,,8826,6.0,6,,,,,,
,,,,,8835,9.0,9,,,,,,
,,,,,8839,4.0,4,,,,,,
,,,,,8855,16.0,16,,,,,,
,,,,,8863,8.0,8,,,,,,
,,,,,8866,3.0,3,,,,,,
,,,,,8872,6.0,6,,,,,,
,,,,,8876,4.0,4,,,,,,
,,,,,8884,8.0,8,,,,,,
,,,,,8894,10.0,10,,,,,,
,,,,,8899,5.0,5,,,,,,
,,,,,8913,14.0,14,,,,,,
,,,,,8918,5.0,5,,,,,,
,,,,,8924,6.0,6,,,,,,
,,,,,8943,19.0,19,,,,,,
,,,,,8946,3.0,3,,,,,,
,,,,,8952,6.0,6,,,,,,
,,,,,8958,6.0,6,,,,,,
,,,,,8962,4.0,4,,,,,,
,,,,,8967,5.0,5,,,,,,
,,,,,8974,7.0,7,,,,,,
,,,,,8979,5.0,5,,,,,,
,,,,,8982,3.0,3,,,,,,
,,,,,8992,10.0,10,,,,,,
,,,,,9000,,,2.6175332069396973,4.96275520324707,4.88096809387207,0.0003,0.0003,0.1
,,,,,9007,15.0,15,,,,,,
,,,,,9010,3.0,3,,,,,,
,,,,,9014,4.0,4,,,,,,
,,,,,9030,16.0,16,,,,,,
,,,,,9033,3.0,3,,,,,,
,,,,,9038,5.0,5,,,,,,
,,,,,9048,10.0,10,,,,,,
,,,,,9056,8.0,8,,,,,,
,,,,,9063,7.0,7,,,,,,
,,,,,9067,4.0,4,,,,,,
,,,,,9070,3.0,3,,,,,,
,,,,,9095,25.0,25,,,,,,
,,,,,9115,20.0,20,,,,,,
,,,,,9126,11.0,11,,,,,,
,,,,,9130,4.0,4,,,,,,
,,,,,9133,3.0,3,,,,,,
,,,,,9140,7.0,7,,,,,,
,,,,,9146,6.0,6,,,,,,
,,,,,9153,7.0,7,,,,,,
,,,,,9165,12.0,12,,,,,,
,,,,,9173,8.0,8,,,,,,
,,,,,9182,9.0,9,,,,,,
,,,,,9193,11.0,11,,,,,,
,,,,,9200,7.0,7,,,,,,
,,,,,9204,4.0,4,,,,,,
,,,,,9209,5.0,5,,,,,,
,,,,,9213,4.0,4,,,,,,
,,,,,9230,17.0,17,,,,,,
,,,,,9238,8.0,8,,,,,,
,,,,,9250,12.0,12,,,,,,
,,,,,9256,6.0,6,,,,,,
,,,,,9259,3.0,3,,,,,,
,,,,,9264,5.0,5,,,,,,
,,,,,9267,3.0,3,,,,,,
,,,,,9271,4.0,4,,,,,,
,,,,,9284,13.0,13,,,,,,
,,,,,9291,7.0,7,,,,,,
,,,,,9295,4.0,4,,,,,,
,,,,,9301,6.0,6,,,,,,
,,,,,9306,5.0,5,,,,,,
,,,,,9320,14.0,14,,,,,,
,,,,,9324,4.0,4,,,,,,
,,,,,9327,3.0,3,,,,,,
,,,,,9333,6.0,6,,,,,,
,,,,,9343,10.0,10,,,,,,
,,,,,9350,7.0,7,,,,,,
,,,,,9354,4.0,4,,,,,,
,,,,,9360,6.0,6,,,,,,
,,,,,9367,7.0,7,,,,,,
,,,,,9373,6.0,6,,,,,,
,,,,,9384,11.0,11,,,,,,
,,,,,9389,5.0,5,,,,,,
,,,,,9393,4.0,4,,,,,,
,,,,,9399,6.0,6,,,,,,
,,,,,9408,9.0,9,,,,,,
,,,,,9424,16.0,16,,,,,,
,,,,,9427,3.0,3,,,,,,
,,,,,9433,6.0,6,,,,,,
,,,,,9438,5.0,5,,,,,,
,,,,,9444,6.0,6,,,,,,
,,,,,9448,4.0,4,,,,,,
,,,,,9452,4.0,4,,,,,,
,,,,,9464,12.0,12,,,,,,
,,,,,9467,3.0,3,,,,,,
,,,,,9471,4.0,4,,,,,,
