Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,38621,-257.47156,84,,,,,,
,,,,,38748,-67.147964,127,,,,,,
,,,,,38877,-194.8627,129,,,,,,
,,,,,38954,-309.93872,77,,,,,,
,,,,,39000,,,7.451389789581299,-4.858936309814453,-5.302765846252441,40.36357879638672,0.766,0.001
,,,,,39022,-216.4512,68,,,,,,
,,,,,39127,-90.26307,105,,,,,,
,,,,,39192,-61.836617,65,,,,,,
,,,,,39296,-240.93138,104,,,,,,
,,,,,39397,-438.7301,101,,,,,,
,,,,,39503,-104.829956,106,,,,,,
,,,,,39598,-323.49335,95,,,,,,
,,,,,39707,-232.83838,109,,,,,,
,,,,,39792,-281.866,85,,,,,,
,,,,,39903,-369.2594,111,,,,,,
,,,,,39973,-88.91441,70,,,,,,
-348.06644,165.453,-151.13274,-669.8285,604.1,40000,,,27.386444091796875,-14.748888969421387,-15.178288459777832,101.16214752197266,0.76,0.001
,,,,,40043,-51.378204,70,,,,,,
,,,,,40154,-325.9811,111,,,,,,
,,,,,40241,-189.77222,87,,,,,,
,,,,,40321,-164.13138,80,,,,,,
,,,,,40390,-65.13549,69,,,,,,
,,,,,40463,-70.34162,73,,,,,,
,,,,,40586,-244.42857,123,,,,,,
,,,,,40671,-168.41913,85,,,,,,
,,,,,40747,-121.74657,76,,,,,,
,,,,,40849,-298.46213,102,,,,,,
,,,,,40930,-336.29828,81,,,,,,
,,,,,40999,-191.24706,69,,,,,,
,,,,,41000,,,14.128684043884277,-1.1341099739074707,-1.432604432106018,85.97650146484375,0.754,0.001
,,,,,41063,-96.823364,64,,,,,,
,,,,,41140,-101.1339,77,,,,,,
,,,,,41251,-119.24299,111,,,,,,
,,,,,41336,-320.9587,85,,,,,,
,,,,,41405,-100.13942,69,,,,,,
,,,,,41469,-195.1184,64,,,,,,
,,,,,41579,-227.35303,110,,,,,,
,,,,,41656,-194.93045,77,,,,,,
,,,,,41720,-105.68393,64,,,,,,
,,,,,41838,-265.71875,118,,,,,,
,,,,,41949,-365.76907,111,,,,,,
,,,,,42000,,,12.36876106262207,-6.979693412780762,-6.435116767883301,78.29442596435547,0.748,0.001
,,,,,42028,-171.25772,79,,,,,,
,,,,,42091,-125.339005,63,,,,,,
,,,,,42219,-571.67566,128,,,,,,
,,,,,42342,-186.53632,123,,,,,,
,,,,,42448,-277.54865,106,,,,,,
,,,,,42562,-220.85559,114,,,,,,
,,,,,42625,-83.400345,63,,,,,,
,,,,,42702,-92.12987,77,,,,,,
,,,,,42786,-158.49536,84,,,,,,
,,,,,42875,-197.28383,89,,,,,,
,,,,,42963,-303.0586,88,,,,,,
,,,,,43000,,,5.324467658996582,-4.6069135665893555,-4.367302417755127,28.054609298706055,0.742,0.001
,,,,,43050,-197.32451,87,,,,,,
,,,,,43119,-165.94923,69,,,,,,
,,,,,43213,-342.17102,94,,,,,,
,,,,,43309,-158.32687,96,,,,,,
,,,,,43406,-113.2363,97,,,,,,
,,,,,43486,-107.50353,80,,,,,,
,,,,,43623,-219.48413,137,,,,,,
,,,,,43703,-189.33588,80,,,,,,
,,,,,43803,-118.81606,100,,,,,,
,,,,,43922,-3.4831772,119,,,,,,
,,,,,44000,,,173.27561950683594,-5.619960784912109,-3.9204323291778564,200.52455139160156,0.736,0.001
,,,,,44008,-190.64542,86,,,,,,
,,,,,44137,-137.53403,129,,,,,,
,,,,,44201,-34.630417,64,,,,,,
,,,,,44289,-110.36374,88,,,,,,
,,,,,44379,-424.16754,90,,,,,,
,,,,,44501,-250.47786,122,,,,,,
,,,,,44568,-122.590965,67,,,,,,
,,,,,44666,-205.44969,98,,,,,,
,,,,,44751,-161.28056,85,,,,,,
,,,,,44869,-285.97614,118,,,,,,
,,,,,45000,,,23.57008171081543,-0.7019972801208496,-0.18428564071655273,100.9625015258789,0.73,0.001
,,,,,45009,-92.88317,140,,,,,,
,,,,,45087,-52.728203,78,,,,,,
,,,,,45162,-88.0425,75,,,,,,
,,,,,45255,-328.6062,93,,,,,,
,,,,,45328,-93.70685,73,,,,,,
,,,,,45427,-438.20572,99,,,,,,
,,,,,45535,-369.20764,108,,,,,,
,,,,,45630,-353.8166,95,,,,,,
,,,,,45738,-232.3552,108,,,,,,
,,,,,45878,-246.36514,140,,,,,,
,,,,,46000,,,1.876878023147583,5.559898853302002,5.793294429779053,28.792682647705078,0.724,0.001
,,,,,46025,-136.50906,147,,,,,,
,,,,,46120,-125.50375,95,,,,,,
,,,,,46215,-349.48593,95,,,,,,
,,,,,46279,-84.24607,64,,,,,,
,,,,,46391,-168.42365,112,,,,,,
,,,,,46486,-86.73541,95,,,,,,
,,,,,46596,-237.02133,110,,,,,,
,,,,,46679,-129.54803,83,,,,,,
,,,,,46767,-195.3052,88,,,,,,
,,,,,46890,-91.495766,123,,,,,,
,,,,,46981,-105.95221,91,,,,,,
,,,,,47000,,,15.886197090148926,-0.833742618560791,-1.334586262702942,87.33163452148438,0.718,0.001
,,,,,47044,-74.22304,63,,,,,,
,,,,,47162,-146.27216,118,,,,,,
,,,,,47241,-136.82355,79,,,,,,
,,,,,47340,-131.82439,99,,,,,,
,,,,,47413,-98.14439,73,,,,,,
,,,,,47496,-148.77563,83,,,,,,
,,,,,47616,-106.743965,120,,,,,,
,,,,,47678,-45.72557,62,,,,,,
,,,,,47753,-250.84322,75,,,,,,
,,,,,47844,-352.7121,91,,,,,,
,,,,,47929,-122.452446,85,,,,,,
,,,,,47994,-110.45237,65,,,,,,
,,,,,48000,,,5.014205455780029,-0.5918652415275574,-0.47554919123649597,28.224597930908203,0.712,0.001
,,,,,48070,-92.77506,76,,,,,,
,,,,,48157,-160.63263,87,,,,,,
,,,,,48235,-132.11667,78,,,,,,
,,,,,48307,-95.589,72,,,,,,
,,,,,48382,-92.96728,75,,,,,,
,,,,,48485,-75.39765,103,,,,,,
,,,,,48591,-110.197876,106,,,,,,
,,,,,48666,-118.16136,75,,,,,,
,,,,,48802,-158.653,136,,,,,,
,,,,,48894,-231.70668,92,,,,,,
,,,,,48980,-282.14148,86,,,,,,
,,,,,49000,,,29.18169593811035,-12.09561538696289,-10.600591659545898,103.92947387695312,0.706,0.001
,,,,,49060,-242.7313,80,,,,,,
,,,,,49124,-105.77794,64,,,,,,
,,,,,49187,-63.906,63,,,,,,
,,,,,49282,-78.680756,95,,,,,,
,,,,,49384,-186.21034,102,,,,,,
,,,,,49454,-116.02085,70,,,,,,
,,,,,49525,-161.70712,71,,,,,,
,,,,,49621,-132.38182,96,,,,,,
,,,,,49717,-119.29268,96,,,,,,
,,,,,49814,-109.375305,97,,,,,,
,,,,,49948,-99.585556,134,,,,,,
-191.92145,120.86271,-19.727081,-416.5422,394.9,50000,,,45.95335388183594,-11.035725593566895,-9.416666984558105,177.96078491210938,0.7,0.001
,,,,,50038,-157.83334,90,,,,,,
,,,,,50142,-80.19695,104,,,,,,
,,,,,50224,-548.6549,82,,,,,,
,,,,,50295,-119.58087,71,,,,,,
,,,,,50413,-151.93906,118,,,,,,
,,,,,50506,-226.08813,93,,,,,,
,,,,,50593,-123.032104,87,,,,,,
,,,,,50665,-96.63762,72,,,,,,
,,,,,50722,-90.810196,57,,,,,,
,,,,,50814,-250.88225,92,,,,,,
,,,,,50895,-86.098114,81,,,,,,
,,,,,50989,-129.76802,94,,,,,,
