Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,alpha,alpha_loss,actor_lr,critic_lr,temperature
,,,,,621,4.0,4,,,,,,,,,,
,,,,,626,5.0,5,,,,,,,,,,
,,,,,631,5.0,5,,,,,,,,,,
,,,,,636,5.0,5,,,,,,,,,,
,,,,,646,10.0,10,,,,,,,,,,
,,,,,649,3.0,3,,,,,,,,,,
,,,,,658,9.0,9,,,,,,,,,,
,,,,,662,4.0,4,,,,,,,,,,
,,,,,673,11.0,11,,,,,,,,,,
,,,,,679,6.0,6,,,,,,,,,,
,,,,,689,10.0,10,,,,,,,,,,
,,,,,699,10.0,10,,,,,,,,,,
,,,,,719,20.0,20,,,,,,,,,,
,,,,,730,11.0,11,,,,,,,,,,
,,,,,735,5.0,5,,,,,,,,,,
,,,,,738,3.0,3,,,,,,,,,,
,,,,,742,4.0,4,,,,,,,,,,
,,,,,745,3.0,3,,,,,,,,,,
,,,,,749,4.0,4,,,,,,,,,,
,,,,,753,4.0,4,,,,,,,,,,
,,,,,756,3.0,3,,,,,,,,,,
,,,,,759,3.0,3,,,,,,,,,,
,,,,,762,3.0,3,,,,,,,,,,
,,,,,768,6.0,6,,,,,,,,,,
,,,,,772,4.0,4,,,,,,,,,,
,,,,,776,4.0,4,,,,,,,,,,
,,,,,779,3.0,3,,,,,,,,,,
,,,,,783,4.0,4,,,,,,,,,,
,,,,,786,3.0,3,,,,,,,,,,
,,,,,797,11.0,11,,,,,,,,,,
,,,,,800,3.0,3,,,,,,,,,,
,,,,,808,8.0,8,,,,,,,,,,
,,,,,818,10.0,10,,,,,,,,,,
,,,,,822,4.0,4,,,,,,,,,,
,,,,,826,4.0,4,,,,,,,,,,
,,,,,831,5.0,5,,,,,,,,,,
,,,,,834,3.0,3,,,,,,,,,,
,,,,,839,5.0,5,,,,,,,,,,
,,,,,842,3.0,3,,,,,,,,,,
,,,,,855,13.0,13,,,,,,,,,,
,,,,,868,13.0,13,,,,,,,,,,
,,,,,882,14.0,14,,,,,,,,,,
,,,,,885,3.0,3,,,,,,,,,,
,,,,,890,5.0,5,,,,,,,,,,
,,,,,894,4.0,4,,,,,,,,,,
,,,,,903,9.0,9,,,,,,,,,,
,,,,,908,5.0,5,,,,,,,,,,
,,,,,914,6.0,6,,,,,,,,,,
,,,,,921,7.0,7,,,,,,,,,,
,,,,,927,6.0,6,,,,,,,,,,
,,,,,935,8.0,8,,,,,,,,,,
,,,,,942,7.0,7,,,,,,,,,,
,,,,,946,4.0,4,,,,,,,,,,
,,,,,950,4.0,4,,,,,,,,,,
,,,,,958,8.0,8,,,,,,,,,,
,,,,,965,7.0,7,,,,,,,,,,
,,,,,969,4.0,4,,,,,,,,,,
,,,,,972,3.0,3,,,,,,,,,,
,,,,,978,6.0,6,,,,,,,,,,
,,,,,982,4.0,4,,,,,,,,,,
,,,,,992,10.0,10,,,,,,,,,,
,,,,,1001,9.0,9,,,,,,,,,,
,,,,,1006,5.0,5,,,,,,,,,,
,,,,,1009,3.0,3,,,,,,,,,,
,,,,,1014,5.0,5,,,,,,,,,,
,,,,,1017,3.0,3,,,,,,,,,,
,,,,,1020,3.0,3,,,,,,,,,,
,,,,,1024,4.0,4,,,,,,,,,,
,,,,,1036,12.0,12,,,,,,,,,,
,,,,,1041,5.0,5,,,,,,,,,,
,,,,,1047,6.0,6,,,,,,,,,,
,,,,,1055,8.0,8,,,,,,,,,,
,,,,,1061,6.0,6,,,,,,,,,,
,,,,,1072,11.0,11,,,,,,,,,,
,,,,,1086,14.0,14,,,,,,,,,,
,,,,,1090,4.0,4,,,,,,,,,,
,,,,,1096,6.0,6,,,,,,,,,,
,,,,,1099,3.0,3,,,,,,,,,,
,,,,,1103,4.0,4,,,,,,,,,,
,,,,,1119,16.0,16,,,,,,,,,,
,,,,,1124,5.0,5,,,,,,,,,,
,,,,,1127,3.0,3,,,,,,,,,,
,,,,,1134,7.0,7,,,,,,,,,,
,,,,,1141,7.0,7,,,,,,,,,,
,,,,,1145,4.0,4,,,,,,,,,,
,,,,,1149,4.0,4,,,,,,,,,,
,,,,,1160,11.0,11,,,,,,,,,,
,,,,,1163,3.0,3,,,,,,,,,,
,,,,,1166,3.0,3,,,,,,,,,,
,,,,,1169,3.0,3,,,,,,,,,,
,,,,,1176,7.0,7,,,,,,,,,,
,,,,,1179,3.0,3,,,,,,,,,,
,,,,,1182,3.0,3,,,,,,,,,,
,,,,,1186,4.0,4,,,,,,,,,,
,,,,,1191,5.0,5,,,,,,,,,,
,,,,,1194,3.0,3,,,,,,,,,,
,,,,,1198,4.0,4,,,,,,,,,,
,,,,,1201,3.0,3,,,,,,,,,,
,,,,,1210,9.0,9,,,,,,,,,,
,,,,,1219,9.0,9,,,,,,,,,,
,,,,,1229,10.0,10,,,,,,,,,,
,,,,,1240,11.0,11,,,,,,,,,,
,,,,,1254,14.0,14,,,,,,,,,,
,,,,,1271,17.0,17,,,,,,,,,,
,,,,,1276,5.0,5,,,,,,,,,,
,,,,,1282,6.0,6,,,,,,,,,,
,,,,,1285,3.0,3,,,,,,,,,,
,,,,,1290,5.0,5,,,,,,,,,,
,,,,,1303,13.0,13,,,,,,,,,,
,,,,,1308,5.0,5,,,,,,,,,,
,,,,,1325,17.0,17,,,,,,,,,,
,,,,,1337,12.0,12,,,,,,,,,,
,,,,,1342,5.0,5,,,,,,,,,,
,,,,,1348,6.0,6,,,,,,,,,,
,,,,,1367,19.0,19,,,,,,,,,,
,,,,,1372,5.0,5,,,,,,,,,,
,,,,,1375,3.0,3,,,,,,,,,,
,,,,,1378,3.0,3,,,,,,,,,,
,,,,,1384,6.0,6,,,,,,,,,,
,,,,,1387,3.0,3,,,,,,,,,,
,,,,,1392,5.0,5,,,,,,,,,,
,,,,,1396,4.0,4,,,,,,,,,,
,,,,,1401,5.0,5,,,,,,,,,,
,,,,,1405,4.0,4,,,,,,,,,,
,,,,,1418,13.0,13,,,,,,,,,,
,,,,,1421,3.0,3,,,,,,,,,,
,,,,,1426,5.0,5,,,,,,,,,,
,,,,,1429,3.0,3,,,,,,,,,,
,,,,,1437,8.0,8,,,,,,,,,,
,,,,,1440,3.0,3,,,,,,,,,,
,,,,,1444,4.0,4,,,,,,,,,,
,,,,,1451,7.0,7,,,,,,,,,,
,,,,,1455,4.0,4,,,,,,,,,,
,,,,,1462,7.0,7,,,,,,,,,,
,,,,,1467,5.0,5,,,,,,,,,,
,,,,,1471,4.0,4,,,,,,,,,,
,,,,,1477,6.0,6,,,,,,,,,,
,,,,,1480,3.0,3,,,,,,,,,,
,,,,,1483,3.0,3,,,,,,,,,,
,,,,,1491,8.0,8,,,,,,,,,,
,,,,,1494,3.0,3,,,,,,,,,,
,,,,,1498,4.0,4,,,,,,,,,,
,,,,,1502,4.0,4,,,,,,,,,,
,,,,,1505,3.0,3,,,,,,,,,,
,,,,,1526,21.0,21,,,,,,,,,,
,,,,,1537,11.0,11,,,,,,,,,,
,,,,,1552,15.0,15,,,,,,,,,,
,,,,,1559,7.0,7,,,,,,,,,,
,,,,,1564,5.0,5,,,,,,,,,,
,,,,,1571,7.0,7,,,,,,,,,,
,,,,,1583,12.0,12,,,,,,,,,,
,,,,,1586,3.0,3,,,,,,,,,,
,,,,,1591,5.0,5,,,,,,,,,,
,,,,,1595,4.0,4,,,,,,,,,,
,,,,,1600,5.0,5,,,,,,,,,,
,,,,,1607,7.0,7,,,,,,,,,,
,,,,,1612,5.0,5,,,,,,,,,,
,,,,,1616,4.0,4,,,,,,,,,,
,,,,,1619,3.0,3,,,,,,,,,,
,,,,,1625,6.0,6,,,,,,,,,,
,,,,,1630,5.0,5,,,,,,,,,,
,,,,,1634,4.0,4,,,,,,,,,,
,,,,,1648,14.0,14,,,,,,,,,,
,,,,,1664,16.0,16,,,,,,,,,,
,,,,,1669,5.0,5,,,,,,,,,,
,,,,,1675,6.0,6,,,,,,,,,,
,,,,,1678,3.0,3,,,,,,,,,,
,,,,,1684,6.0,6,,,,,,,,,,
,,,,,1695,11.0,11,,,,,,,,,,
,,,,,1701,6.0,6,,,,,,,,,,
,,,,,1709,8.0,8,,,,,,,,,,
,,,,,1714,5.0,5,,,,,,,,,,
,,,,,1719,5.0,5,,,,,,,,,,
,,,,,1739,20.0,20,,,,,,,,,,
,,,,,1742,3.0,3,,,,,,,,,,
,,,,,1750,8.0,8,,,,,,,,,,
,,,,,1753,3.0,3,,,,,,,,,,
,,,,,1768,15.0,15,,,,,,,,,,
,,,,,1773,5.0,5,,,,,,,,,,
,,,,,1777,4.0,4,,,,,,,,,,
,,,,,1782,5.0,5,,,,,,,,,,
,,,,,1785,3.0,3,,,,,,,,,,
,,,,,1790,5.0,5,,,,,,,,,,
,,,,,1817,27.0,27,,,,,,,,,,
,,,,,1820,3.0,3,,,,,,,,,,
,,,,,1825,5.0,5,,,,,,,,,,
,,,,,1831,6.0,6,,,,,,,,,,
,,,,,1835,4.0,4,,,,,,,,,,
,,,,,1842,7.0,7,,,,,,,,,,
,,,,,1849,7.0,7,,,,,,,,,,
,,,,,1858,9.0,9,,,,,,,,,,
,,,,,1869,11.0,11,,,,,,,,,,
,,,,,1872,3.0,3,,,,,,,,,,
,,,,,1878,6.0,6,,,,,,,,,,
,,,,,1886,8.0,8,,,,,,,,,,
,,,,,1901,15.0,15,,,,,,,,,,
,,,,,1906,5.0,5,,,,,,,,,,
,,,,,1917,11.0,11,,,,,,,,,,
,,,,,1922,5.0,5,,,,,,,,,,
,,,,,1925,3.0,3,,,,,,,,,,
,,,,,1936,11.0,11,,,,,,,,,,
,,,,,1944,8.0,8,,,,,,,,,,
,,,,,1948,4.0,4,,,,,,,,,,
,,,,,1951,3.0,3,,,,,,,,,,
,,,,,1958,7.0,7,,,,,,,,,,
,,,,,1968,10.0,10,,,,,,,,,,
,,,,,1973,5.0,5,,,,,,,,,,
,,,,,1984,11.0,11,,,,,,,,,,
,,,,,2006,22.0,22,,,,,,,,,,
,,,,,2014,8.0,8,,,,,,,,,,
,,,,,2020,6.0,6,,,,,,,,,,
,,,,,2024,4.0,4,,,,,,,,,,
,,,,,2029,5.0,5,,,,,,,,,,
,,,,,2032,3.0,3,,,,,,,,,,
,,,,,2039,7.0,7,,,,,,,,,,
,,,,,2043,4.0,4,,,,,,,,,,
,,,,,2048,5.0,5,,,,,,,,,,
,,,,,2052,4.0,4,,,,,,,,,,
,,,,,2062,10.0,10,,,,,,,,,,
,,,,,2086,24.0,24,,,,,,,,,,
,,,,,2090,4.0,4,,,,,,,,,,
,,,,,2104,14.0,14,,,,,,,,,,
,,,,,2110,6.0,6,,,,,,,,,,
,,,,,2115,5.0,5,,,,,,,,,,
,,,,,2126,11.0,11,,,,,,,,,,
,,,,,2140,14.0,14,,,,,,,,,,
,,,,,2147,7.0,7,,,,,,,,,,
,,,,,2163,16.0,16,,,,,,,,,,
,,,,,2167,4.0,4,,,,,,,,,,
,,,,,2174,7.0,7,,,,,,,,,,
,,,,,2183,9.0,9,,,,,,,,,,
,,,,,2190,7.0,7,,,,,,,,,,
,,,,,2196,6.0,6,,,,,,,,,,
,,,,,2211,15.0,15,,,,,,,,,,
,,,,,2220,9.0,9,,,,,,,,,,
,,,,,2226,6.0,6,,,,,,,,,,
,,,,,2233,7.0,7,,,,,,,,,,
,,,,,2242,9.0,9,,,,,,,,,,
,,,,,2245,3.0,3,,,,,,,,,,
,,,,,2248,3.0,3,,,,,,,,,,
,,,,,2253,5.0,5,,,,,,,,,,
,,,,,2260,7.0,7,,,,,,,,,,
,,,,,2264,4.0,4,,,,,,,,,,
,,,,,2269,5.0,5,,,,,,,,,,
,,,,,2286,17.0,17,,,,,,,,,,
,,,,,2297,11.0,11,,,,,,,,,,
,,,,,2300,3.0,3,,,,,,,,,,
,,,,,2305,5.0,5,,,,,,,,,,
,,,,,2318,13.0,13,,,,,,,,,,
,,,,,2323,5.0,5,,,,,,,,,,
,,,,,2333,10.0,10,,,,,,,,,,
,,,,,2341,8.0,8,,,,,,,,,,
,,,,,2352,11.0,11,,,,,,,,,,
,,,,,2363,11.0,11,,,,,,,,,,
,,,,,2368,5.0,5,,,,,,,,,,
,,,,,2372,4.0,4,,,,,,,,,,
,,,,,2376,4.0,4,,,,,,,,,,
,,,,,2380,4.0,4,,,,,,,,,,
,,,,,2384,4.0,4,,,,,,,,,,
,,,,,2388,4.0,4,,,,,,,,,,
,,,,,2399,11.0,11,,,,,,,,,,
,,,,,2432,33.0,33,,,,,,,,,,
,,,,,2437,5.0,5,,,,,,,,,,
,,,,,2441,4.0,4,,,,,,,,,,
,,,,,2448,7.0,7,,,,,,,,,,
,,,,,2454,6.0,6,,,,,,,,,,
,,,,,2465,11.0,11,,,,,,,,,,
,,,,,2468,3.0,3,,,,,,,,,,
,,,,,2478,10.0,10,,,,,,,,,,
,,,,,2481,3.0,3,,,,,,,,,,
,,,,,2489,8.0,8,,,,,,,,,,
,,,,,2493,4.0,4,,,,,,,,,,
,,,,,2499,6.0,6,,,,,,,,,,
,,,,,2504,5.0,5,,,,,,,,,,
,,,,,2512,8.0,8,,,,,,,,,,
,,,,,2519,7.0,7,,,,,,,,,,
,,,,,2524,5.0,5,,,,,,,,,,
,,,,,2529,5.0,5,,,,,,,,,,
,,,,,2540,11.0,11,,,,,,,,,,
,,,,,2554,14.0,14,,,,,,,,,,
,,,,,2564,10.0,10,,,,,,,,,,
,,,,,2574,10.0,10,,,,,,,,,,
,,,,,2586,12.0,12,,,,,,,,,,
,,,,,2594,8.0,8,,,,,,,,,,
,,,,,2598,4.0,4,,,,,,,,,,
,,,,,2603,5.0,5,,,,,,,,,,
,,,,,2609,6.0,6,,,,,,,,,,
,,,,,2613,4.0,4,,,,,,,,,,
,,,,,2624,11.0,11,,,,,,,,,,
,,,,,2628,4.0,4,,,,,,,,,,
,,,,,2637,9.0,9,,,,,,,,,,
,,,,,2642,5.0,5,,,,,,,,,,
,,,,,2649,7.0,7,,,,,,,,,,
,,,,,2653,4.0,4,,,,,,,,,,
,,,,,2679,26.0,26,,,,,,,,,,
,,,,,2687,8.0,8,,,,,,,,,,
,,,,,2693,6.0,6,,,,,,,,,,
,,,,,2696,3.0,3,,,,,,,,,,
,,,,,2700,4.0,4,,,,,,,,,,
,,,,,2706,6.0,6,,,,,,,,,,
,,,,,2713,7.0,7,,,,,,,,,,
,,,,,2718,5.0,5,,,,,,,,,,
,,,,,2722,4.0,4,,,,,,,,,,
,,,,,2726,4.0,4,,,,,,,,,,
,,,,,2736,10.0,10,,,,,,,,,,
,,,,,2744,8.0,8,,,,,,,,,,
,,,,,2749,5.0,5,,,,,,,,,,
,,,,,2752,3.0,3,,,,,,,,,,
,,,,,2760,8.0,8,,,,,,,,,,
,,,,,2775,15.0,15,,,,,,,,,,
,,,,,2781,6.0,6,,,,,,,,,,
,,,,,2796,15.0,15,,,,,,,,,,
,,,,,2803,7.0,7,,,,,,,,,,
,,,,,2807,4.0,4,,,,,,,,,,
,,,,,2812,5.0,5,,,,,,,,,,
,,,,,2822,10.0,10,,,,,,,,,,
,,,,,2833,11.0,11,,,,,,,,,,
,,,,,2851,18.0,18,,,,,,,,,,
,,,,,2859,8.0,8,,,,,,,,,,
,,,,,2863,4.0,4,,,,,,,,,,
,,,,,2877,14.0,14,,,,,,,,,,
,,,,,2889,12.0,12,,,,,,,,,,
,,,,,2894,5.0,5,,,,,,,,,,
,,,,,2900,6.0,6,,,,,,,,,,
,,,,,2903,3.0,3,,,,,,,,,,
,,,,,2906,3.0,3,,,,,,,,,,
,,,,,2921,15.0,15,,,,,,,,,,
,,,,,2936,15.0,15,,,,,,,,,,
,,,,,2939,3.0,3,,,,,,,,,,
,,,,,2943,4.0,4,,,,,,,,,,
,,,,,2949,6.0,6,,,,,,,,,,
,,,,,2967,18.0,18,,,,,,,,,,
,,,,,2975,8.0,8,,,,,,,,,,
,,,,,2987,12.0,12,,,,,,,,,,
,,,,,2995,8.0,8,,,,,,,,,,
,,,,,2999,4.0,4,,,,,,,,,,
,,,,,3006,7.0,7,,,,,,,,,,
,,,,,3012,6.0,6,,,,,,,,,,
,,,,,3019,7.0,7,,,,,,,,,,
,,,,,3027,8.0,8,,,,,,,,,,
,,,,,3031,4.0,4,,,,,,,,,,
,,,,,3052,21.0,21,,,,,,,,,,
,,,,,3060,8.0,8,,,,,,,,,,
,,,,,3068,8.0,8,,,,,,,,,,
,,,,,3073,5.0,5,,,,,,,,,,
,,,,,3083,10.0,10,,,,,,,,,,
,,,,,3093,10.0,10,,,,,,,,,,
,,,,,3105,12.0,12,,,,,,,,,,
,,,,,3111,6.0,6,,,,,,,,,,
,,,,,3115,4.0,4,,,,,,,,,,
,,,,,3121,6.0,6,,,,,,,,,,
,,,,,3134,13.0,13,,,,,,,,,,
,,,,,3137,3.0,3,,,,,,,,,,
,,,,,3141,4.0,4,,,,,,,,,,
,,,,,3144,3.0,3,,,,,,,,,,
,,,,,3147,3.0,3,,,,,,,,,,
,,,,,3151,4.0,4,,,,,,,,,,
,,,,,3155,4.0,4,,,,,,,,,,
,,,,,3159,4.0,4,,,,,,,,,,
,,,,,3169,10.0,10,,,,,,,,,,
,,,,,3179,10.0,10,,,,,,,,,,
,,,,,3183,4.0,4,,,,,,,,,,
,,,,,3201,18.0,18,,,,,,,,,,
,,,,,3209,8.0,8,,,,,,,,,,
,,,,,3213,4.0,4,,,,,,,,,,
,,,,,3218,5.0,5,,,,,,,,,,
,,,,,3222,4.0,4,,,,,,,,,,
,,,,,3225,3.0,3,,,,,,,,,,
,,,,,3229,4.0,4,,,,,,,,,,
,,,,,3238,9.0,9,,,,,,,,,,
,,,,,3244,6.0,6,,,,,,,,,,
,,,,,3250,6.0,6,,,,,,,,,,
,,,,,3253,3.0,3,,,,,,,,,,
,,,,,3257,4.0,4,,,,,,,,,,
,,,,,3262,5.0,5,,,,,,,,,,
,,,,,3267,5.0,5,,,,,,,,,,
,,,,,3270,3.0,3,,,,,,,,,,
,,,,,3279,9.0,9,,,,,,,,,,
,,,,,3292,13.0,13,,,,,,,,,,
,,,,,3297,5.0,5,,,,,,,,,,
,,,,,3303,6.0,6,,,,,,,,,,
,,,,,3312,9.0,9,,,,,,,,,,
,,,,,3321,9.0,9,,,,,,,,,,
,,,,,3328,7.0,7,,,,,,,,,,
,,,,,3332,4.0,4,,,,,,,,,,
,,,,,3336,4.0,4,,,,,,,,,,
,,,,,3349,13.0,13,,,,,,,,,,
,,,,,3358,9.0,9,,,,,,,,,,
,,,,,3366,8.0,8,,,,,,,,,,
,,,,,3376,10.0,10,,,,,,,,,,
,,,,,3384,8.0,8,,,,,,,,,,
,,,,,3391,7.0,7,,,,,,,,,,
,,,,,3395,4.0,4,,,,,,,,,,
,,,,,3400,5.0,5,,,,,,,,,,
,,,,,3405,5.0,5,,,,,,,,,,
,,,,,3409,4.0,4,,,,,,,,,,
,,,,,3414,5.0,5,,,,,,,,,,
,,,,,3420,6.0,6,,,,,,,,,,
,,,,,3439,19.0,19,,,,,,,,,,
,,,,,3442,3.0,3,,,,,,,,,,
,,,,,3452,10.0,10,,,,,,,,,,
,,,,,3456,4.0,4,,,,,,,,,,
,,,,,3462,6.0,6,,,,,,,,,,
,,,,,3472,10.0,10,,,,,,,,,,
,,,,,3481,9.0,9,,,,,,,,,,
,,,,,3489,8.0,8,,,,,,,,,,
,,,,,3493,4.0,4,,,,,,,,,,
,,,,,3498,5.0,5,,,,,,,,,,
,,,,,3504,6.0,6,,,,,,,,,,
,,,,,3516,12.0,12,,,,,,,,,,
,,,,,3520,4.0,4,,,,,,,,,,
,,,,,3526,6.0,6,,,,,,,,,,
,,,,,3542,16.0,16,,,,,,,,,,
,,,,,3545,3.0,3,,,,,,,,,,
,,,,,3554,9.0,9,,,,,,,,,,
,,,,,3558,4.0,4,,,,,,,,,,
,,,,,3565,7.0,7,,,,,,,,,,
,,,,,3571,6.0,6,,,,,,,,,,
,,,,,3575,4.0,4,,,,,,,,,,
,,,,,3578,3.0,3,,,,,,,,,,
,,,,,3581,3.0,3,,,,,,,,,,
,,,,,3584,3.0,3,,,,,,,,,,
,,,,,3611,27.0,27,,,,,,,,,,
,,,,,3625,14.0,14,,,,,,,,,,
,,,,,3629,4.0,4,,,,,,,,,,
,,,,,3638,9.0,9,,,,,,,,,,
,,,,,3643,5.0,5,,,,,,,,,,
,,,,,3651,8.0,8,,,,,,,,,,
,,,,,3663,12.0,12,,,,,,,,,,
,,,,,3667,4.0,4,,,,,,,,,,
,,,,,3672,5.0,5,,,,,,,,,,
,,,,,3688,16.0,16,,,,,,,,,,
,,,,,3692,4.0,4,,,,,,,,,,
,,,,,3696,4.0,4,,,,,,,,,,
,,,,,3704,8.0,8,,,,,,,,,,
,,,,,3718,14.0,14,,,,,,,,,,
,,,,,3724,6.0,6,,,,,,,,,,
,,,,,3728,4.0,4,,,,,,,,,,
,,,,,3735,7.0,7,,,,,,,,,,
,,,,,3738,3.0,3,,,,,,,,,,
,,,,,3745,7.0,7,,,,,,,,,,
,,,,,3749,4.0,4,,,,,,,,,,
,,,,,3760,11.0,11,,,,,,,,,,
,,,,,3765,5.0,5,,,,,,,,,,
,,,,,3769,4.0,4,,,,,,,,,,
,,,,,3779,10.0,10,,,,,,,,,,
,,,,,3782,3.0,3,,,,,,,,,,
,,,,,3791,9.0,9,,,,,,,,,,
,,,,,3797,6.0,6,,,,,,,,,,
,,,,,3803,6.0,6,,,,,,,,,,
,,,,,3806,3.0,3,,,,,,,,,,
,,,,,3816,10.0,10,,,,,,,,,,
,,,,,3835,19.0,19,,,,,,,,,,
,,,,,3847,12.0,12,,,,,,,,,,
,,,,,3852,5.0,5,,,,,,,,,,
,,,,,3855,3.0,3,,,,,,,,,,
,,,,,3861,6.0,6,,,,,,,,,,
,,,,,3866,5.0,5,,,,,,,,,,
,,,,,3869,3.0,3,,,,,,,,,,
,,,,,3886,17.0,17,,,,,,,,,,
,,,,,3893,7.0,7,,,,,,,,,,
,,,,,3897,4.0,4,,,,,,,,,,
,,,,,3901,4.0,4,,,,,,,,,,
,,,,,3907,6.0,6,,,,,,,,,,
,,,,,3911,4.0,4,,,,,,,,,,
,,,,,3926,15.0,15,,,,,,,,,,
,,,,,3931,5.0,5,,,,,,,,,,
,,,,,3934,3.0,3,,,,,,,,,,
,,,,,3939,5.0,5,,,,,,,,,,
,,,,,3948,9.0,9,,,,,,,,,,
,,,,,3956,8.0,8,,,,,,,,,,
,,,,,3966,10.0,10,,,,,,,,,,
,,,,,3977,11.0,11,,,,,,,,,,
,,,,,3980,3.0,3,,,,,,,,,,
,,,,,3985,5.0,5,,,,,,,,,,
,,,,,3990,5.0,5,,,,,,,,,,
,,,,,3999,9.0,9,,,,,,,,,,
,,,,,4005,6.0,6,,,,,,,,,,
,,,,,4015,10.0,10,,,,,,,,,,
,,,,,4021,6.0,6,,,,,,,,,,
,,,,,4035,14.0,14,,,,,,,,,,
,,,,,4049,14.0,14,,,,,,,,,,
,,,,,4056,7.0,7,,,,,,,,,,
,,,,,4072,16.0,16,,,,,,,,,,
,,,,,4083,11.0,11,,,,,,,,,,
