Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,alpha,alpha_loss,actor_lr,critic_lr,temperature
,,,,,3845,3.0,3,,,,,,,,,,
,,,,,3867,22.0,22,,,,,,,,,,
,,,,,3873,6.0,6,,,,,,,,,,
,,,,,3877,4.0,4,,,,,,,,,,
,,,,,3883,6.0,6,,,,,,,,,,
,,,,,3887,4.0,4,,,,,,,,,,
,,,,,3902,15.0,15,,,,,,,,,,
,,,,,3907,5.0,5,,,,,,,,,,
,,,,,3910,3.0,3,,,,,,,,,,
,,,,,3915,5.0,5,,,,,,,,,,
,,,,,3924,9.0,9,,,,,,,,,,
,,,,,3932,8.0,8,,,,,,,,,,
,,,,,3941,9.0,9,,,,,,,,,,
,,,,,3945,4.0,4,,,,,,,,,,
,,,,,3953,8.0,8,,,,,,,,,,
,,,,,3956,3.0,3,,,,,,,,,,
,,,,,3961,5.0,5,,,,,,,,,,
,,,,,3967,6.0,6,,,,,,,,,,
,,,,,3975,8.0,8,,,,,,,,,,
,,,,,3981,6.0,6,,,,,,,,,,
,,,,,3992,11.0,11,,,,,,,,,,
,,,,,3997,5.0,5,,,,,,,,,,
,,,,,4016,19.0,19,,,,,,,,,,
,,,,,4026,10.0,10,,,,,,,,,,
,,,,,4040,14.0,14,,,,,,,,,,
,,,,,4045,5.0,5,,,,,,,,,,
,,,,,4054,9.0,9,,,,,,,,,,
,,,,,4066,12.0,12,,,,,,,,,,
,,,,,4070,4.0,4,,,,,,,,,,
,,,,,4081,11.0,11,,,,,,,,,,
,,,,,4085,4.0,4,,,,,,,,,,
,,,,,4098,13.0,13,,,,,,,,,,
,,,,,4102,4.0,4,,,,,,,,,,
,,,,,4110,8.0,8,,,,,,,,,,
,,,,,4114,4.0,4,,,,,,,,,,
,,,,,4120,6.0,6,,,,,,,,,,
,,,,,4130,10.0,10,,,,,,,,,,
,,,,,4133,3.0,3,,,,,,,,,,
,,,,,4137,4.0,4,,,,,,,,,,
,,,,,4141,4.0,4,,,,,,,,,,
,,,,,4145,4.0,4,,,,,,,,,,
,,,,,4150,5.0,5,,,,,,,,,,
,,,,,4154,4.0,4,,,,,,,,,,
,,,,,4161,7.0,7,,,,,,,,,,
,,,,,4166,5.0,5,,,,,,,,,,
,,,,,4174,8.0,8,,,,,,,,,,
,,,,,4193,19.0,19,,,,,,,,,,
,,,,,4199,6.0,6,,,,,,,,,,
,,,,,4203,4.0,4,,,,,,,,,,
,,,,,4211,8.0,8,,,,,,,,,,
,,,,,4214,3.0,3,,,,,,,,,,
,,,,,4219,5.0,5,,,,,,,,,,
,,,,,4230,11.0,11,,,,,,,,,,
,,,,,4237,7.0,7,,,,,,,,,,
,,,,,4245,8.0,8,,,,,,,,,,
,,,,,4254,9.0,9,,,,,,,,,,
,,,,,4269,15.0,15,,,,,,,,,,
,,,,,4274,5.0,5,,,,,,,,,,
,,,,,4280,6.0,6,,,,,,,,,,
,,,,,4293,13.0,13,,,,,,,,,,
,,,,,4296,3.0,3,,,,,,,,,,
,,,,,4299,3.0,3,,,,,,,,,,
,,,,,4303,4.0,4,,,,,,,,,,
,,,,,4307,4.0,4,,,,,,,,,,
,,,,,4311,4.0,4,,,,,,,,,,
,,,,,4318,7.0,7,,,,,,,,,,
,,,,,4323,5.0,5,,,,,,,,,,
,,,,,4326,3.0,3,,,,,,,,,,
,,,,,4344,18.0,18,,,,,,,,,,
,,,,,4347,3.0,3,,,,,,,,,,
,,,,,4350,3.0,3,,,,,,,,,,
,,,,,4353,3.0,3,,,,,,,,,,
,,,,,4357,4.0,4,,,,,,,,,,
,,,,,4361,4.0,4,,,,,,,,,,
,,,,,4365,4.0,4,,,,,,,,,,
,,,,,4374,9.0,9,,,,,,,,,,
,,,,,4381,7.0,7,,,,,,,,,,
,,,,,4385,4.0,4,,,,,,,,,,
,,,,,4393,8.0,8,,,,,,,,,,
,,,,,4397,4.0,4,,,,,,,,,,
,,,,,4402,5.0,5,,,,,,,,,,
,,,,,4406,4.0,4,,,,,,,,,,
,,,,,4416,10.0,10,,,,,,,,,,
,,,,,4423,7.0,7,,,,,,,,,,
,,,,,4427,4.0,4,,,,,,,,,,
,,,,,4432,5.0,5,,,,,,,,,,
,,,,,4437,5.0,5,,,,,,,,,,
,,,,,4441,4.0,4,,,,,,,,,,
,,,,,4447,6.0,6,,,,,,,,,,
,,,,,4453,6.0,6,,,,,,,,,,
,,,,,4458,5.0,5,,,,,,,,,,
,,,,,4462,4.0,4,,,,,,,,,,
,,,,,4467,5.0,5,,,,,,,,,,
,,,,,4477,10.0,10,,,,,,,,,,
,,,,,4483,6.0,6,,,,,,,,,,
,,,,,4488,5.0,5,,,,,,,,,,
,,,,,4508,20.0,20,,,,,,,,,,
,,,,,4511,3.0,3,,,,,,,,,,
,,,,,4516,5.0,5,,,,,,,,,,
,,,,,4535,19.0,19,,,,,,,,,,
,,,,,4540,5.0,5,,,,,,,,,,
,,,,,4549,9.0,9,,,,,,,,,,
,,,,,4553,4.0,4,,,,,,,,,,
,,,,,4560,7.0,7,,,,,,,,,,
,,,,,4566,6.0,6,,,,,,,,,,
,,,,,4570,4.0,4,,,,,,,,,,
,,,,,4574,4.0,4,,,,,,,,,,
,,,,,4578,4.0,4,,,,,,,,,,
,,,,,4585,7.0,7,,,,,,,,,,
,,,,,4599,14.0,14,,,,,,,,,,
,,,,,4603,4.0,4,,,,,,,,,,
,,,,,4620,17.0,17,,,,,,,,,,
,,,,,4627,7.0,7,,,,,,,,,,
,,,,,4633,6.0,6,,,,,,,,,,
,,,,,4638,5.0,5,,,,,,,,,,
,,,,,4643,5.0,5,,,,,,,,,,
,,,,,4652,9.0,9,,,,,,,,,,
,,,,,4657,5.0,5,,,,,,,,,,
,,,,,4666,9.0,9,,,,,,,,,,
,,,,,4671,5.0,5,,,,,,,,,,
,,,,,4675,4.0,4,,,,,,,,,,
,,,,,4680,5.0,5,,,,,,,,,,
,,,,,4683,3.0,3,,,,,,,,,,
,,,,,4687,4.0,4,,,,,,,,,,
,,,,,4691,4.0,4,,,,,,,,,,
,,,,,4700,9.0,9,,,,,,,,,,
,,,,,4706,6.0,6,,,,,,,,,,
,,,,,4711,5.0,5,,,,,,,,,,
,,,,,4716,5.0,5,,,,,,,,,,
,,,,,4720,4.0,4,,,,,,,,,,
,,,,,4725,5.0,5,,,,,,,,,,
,,,,,4733,8.0,8,,,,,,,,,,
,,,,,4739,6.0,6,,,,,,,,,,
,,,,,4745,6.0,6,,,,,,,,,,
,,,,,4750,5.0,5,,,,,,,,,,
,,,,,4765,15.0,15,,,,,,,,,,
,,,,,4772,7.0,7,,,,,,,,,,
,,,,,4779,7.0,7,,,,,,,,,,
,,,,,4785,6.0,6,,,,,,,,,,
,,,,,4792,7.0,7,,,,,,,,,,
,,,,,4802,10.0,10,,,,,,,,,,
,,,,,4807,5.0,5,,,,,,,,,,
,,,,,4813,6.0,6,,,,,,,,,,
,,,,,4826,13.0,13,,,,,,,,,,
,,,,,4830,4.0,4,,,,,,,,,,
,,,,,4843,13.0,13,,,,,,,,,,
,,,,,4848,5.0,5,,,,,,,,,,
,,,,,4856,8.0,8,,,,,,,,,,
,,,,,4860,4.0,4,,,,,,,,,,
,,,,,4873,13.0,13,,,,,,,,,,
,,,,,4879,6.0,6,,,,,,,,,,
,,,,,4886,7.0,7,,,,,,,,,,
,,,,,4891,5.0,5,,,,,,,,,,
,,,,,4900,9.0,9,,,,,,,,,,
,,,,,4904,4.0,4,,,,,,,,,,
,,,,,4911,7.0,7,,,,,,,,,,
,,,,,4917,6.0,6,,,,,,,,,,
,,,,,4920,3.0,3,,,,,,,,,,
,,,,,4924,4.0,4,,,,,,,,,,
,,,,,4929,5.0,5,,,,,,,,,,
,,,,,4932,3.0,3,,,,,,,,,,
,,,,,4939,7.0,7,,,,,,,,,,
,,,,,4944,5.0,5,,,,,,,,,,
,,,,,4947,3.0,3,,,,,,,,,,
,,,,,4958,11.0,11,,,,,,,,,,
,,,,,4972,14.0,14,,,,,,,,,,
,,,,,4982,10.0,10,,,,,,,,,,
,,,,,4990,8.0,8,,,,,,,,,,
,,,,,4994,4.0,4,,,,,,,,,,
7.0,7.183314,28.0,3.0,7.0,5000,,,-0.1363207995891571,0.6257180571556091,1.0854028463363647,0.060262009501457214,1.100272297859192,0.09999999403953552,-3.747018814086914,0.0003,0.0003,0.09999001026153564
,,,,,5007,13.0,13,,,,,,,,,,
,,,,,5010,3.0,3,,,,,,,,,,
,,,,,5013,3.0,3,,,,,,,,,,
,,,,,5018,5.0,5,,,,,,,,,,
,,,,,5021,3.0,3,,,,,,,,,,
,,,,,5025,4.0,4,,,,,,,,,,
,,,,,5029,4.0,4,,,,,,,,,,
,,,,,5032,3.0,3,,,,,,,,,,
,,,,,5039,7.0,7,,,,,,,,,,
,,,,,5043,4.0,4,,,,,,,,,,
,,,,,5049,6.0,6,,,,,,,,,,
,,,,,5056,7.0,7,,,,,,,,,,
,,,,,5060,4.0,4,,,,,,,,,,
,,,,,5063,3.0,3,,,,,,,,,,
,,,,,5066,3.0,3,,,,,,,,,,
,,,,,5073,7.0,7,,,,,,,,,,
,,,,,5080,7.0,7,,,,,,,,,,
,,,,,5084,4.0,4,,,,,,,,,,
,,,,,5087,3.0,3,,,,,,,,,,
,,,,,5091,4.0,4,,,,,,,,,,
,,,,,5097,6.0,6,,,,,,,,,,
,,,,,5101,4.0,4,,,,,,,,,,
,,,,,5104,3.0,3,,,,,,,,,,
,,,,,5107,3.0,3,,,,,,,,,,
,,,,,5110,3.0,3,,,,,,,,,,
,,,,,5120,10.0,10,,,,,,,,,,
,,,,,5125,5.0,5,,,,,,,,,,
,,,,,5130,5.0,5,,,,,,,,,,
,,,,,5134,4.0,4,,,,,,,,,,
,,,,,5138,4.0,4,,,,,,,,,,
,,,,,5147,9.0,9,,,,,,,,,,
,,,,,5152,5.0,5,,,,,,,,,,
,,,,,5163,11.0,11,,,,,,,,,,
,,,,,5166,3.0,3,,,,,,,,,,
,,,,,5186,20.0,20,,,,,,,,,,
,,,,,5201,15.0,15,,,,,,,,,,
,,,,,5206,5.0,5,,,,,,,,,,
,,,,,5211,5.0,5,,,,,,,,,,
,,,,,5214,3.0,3,,,,,,,,,,
,,,,,5223,9.0,9,,,,,,,,,,
,,,,,5234,11.0,11,,,,,,,,,,
,,,,,5238,4.0,4,,,,,,,,,,
,,,,,5246,8.0,8,,,,,,,,,,
,,,,,5251,5.0,5,,,,,,,,,,
,,,,,5255,4.0,4,,,,,,,,,,
,,,,,5273,18.0,18,,,,,,,,,,
,,,,,5280,7.0,7,,,,,,,,,,
,,,,,5288,8.0,8,,,,,,,,,,
,,,,,5293,5.0,5,,,,,,,,,,
,,,,,5296,3.0,3,,,,,,,,,,
,,,,,5304,8.0,8,,,,,,,,,,
,,,,,5321,17.0,17,,,,,,,,,,
,,,,,5338,17.0,17,,,,,,,,,,
,,,,,5344,6.0,6,,,,,,,,,,
,,,,,5348,4.0,4,,,,,,,,,,
,,,,,5371,23.0,23,,,,,,,,,,
,,,,,5380,9.0,9,,,,,,,,,,
,,,,,5402,22.0,22,,,,,,,,,,
,,,,,5415,13.0,13,,,,,,,,,,
,,,,,5418,3.0,3,,,,,,,,,,
,,,,,5429,11.0,11,,,,,,,,,,
,,,,,5448,19.0,19,,,,,,,,,,
,,,,,5463,15.0,15,,,,,,,,,,
,,,,,5484,21.0,21,,,,,,,,,,
,,,,,5499,15.0,15,,,,,,,,,,
,,,,,5524,25.0,25,,,,,,,,,,
,,,,,5536,12.0,12,,,,,,,,,,
,,,,,5575,39.0,39,,,,,,,,,,
,,,,,5595,20.0,20,,,,,,,,,,
,,,,,5612,17.0,17,,,,,,,,,,
,,,,,5655,43.0,43,,,,,,,,,,
,,,,,5690,35.0,35,,,,,,,,,,
,,,,,5735,45.0,45,,,,,,,,,,
,,,,,5775,40.0,40,,,,,,,,,,
,,,,,5803,28.0,28,,,,,,,,,,
,,,,,5847,44.0,44,,,,,,,,,,
,,,,,5887,40.0,40,,,,,,,,,,
,,,,,5950,63.0,63,,,,,,,,,,
,,,,,6000,,,-4.861420154571533,-0.6024307012557983,0.8346153497695923,4.3089189529418945,4.263460636138916,0.09273630380630493,-0.7161321640014648,0.0003,0.0003,0.09273245930671692
,,,,,6035,85.0,85,,,,,,,,,,
,,,,,6061,26.0,26,,,,,,,,,,
,,,,,6095,34.0,34,,,,,,,,,,
,,,,,6125,30.0,30,,,,,,,,,,
,,,,,6166,41.0,41,,,,,,,,,,
,,,,,6259,93.0,93,,,,,,,,,,
,,,,,6295,36.0,36,,,,,,,,,,
,,,,,6345,50.0,50,,,,,,,,,,
,,,,,6380,35.0,35,,,,,,,,,,
,,,,,6429,49.0,49,,,,,,,,,,
,,,,,6486,57.0,57,,,,,,,,,,
,,,,,6537,51.0,51,,,,,,,,,,
,,,,,6581,44.0,44,,,,,,,,,,
,,,,,6658,77.0,77,,,,,,,,,,
,,,,,6728,70.0,70,,,,,,,,,,
,,,,,6790,62.0,62,,,,,,,,,,
,,,,,6857,67.0,67,,,,,,,,,,
,,,,,6941,84.0,84,,,,,,,,,,
,,,,,7000,59.0,59,,,,,,,,,,
,,,,,7000,,,-9.577454566955566,-0.908629834651947,1.1577458381652832,8.776493072509766,8.900735855102539,0.09014731645584106,-0.3395327031612396,0.0003,0.0003,0.09014665335416794
,,,,,7093,93.0,93,,,,,,,,,,
,,,,,7151,58.0,58,,,,,,,,,,
,,,,,7226,75.0,75,,,,,,,,,,
,,,,,7346,120.0,120,,,,,,,,,,
,,,,,7452,106.0,106,,,,,,,,,,
,,,,,7546,94.0,94,,,,,,,,,,
,,,,,7682,136.0,136,,,,,,,,,,
,,,,,7751,69.0,69,,,,,,,,,,
,,,,,7850,99.0,99,,,,,,,,,,
,,,,,7943,93.0,93,,,,,,,,,,
,,,,,8000,,,-14.45180606842041,-0.943831205368042,2.608847141265869,13.049488067626953,13.111148834228516,0.08862671256065369,-0.09128749370574951,0.0003,0.0003,0.08862375468015671
,,,,,8020,77.0,77,,,,,,,,,,
,,,,,8143,123.0,123,,,,,,,,,,
,,,,,8249,106.0,106,,,,,,,,,,
,,,,,8396,147.0,147,,,,,,,,,,
,,,,,8493,97.0,97,,,,,,,,,,
,,,,,8602,109.0,109,,,,,,,,,,
,,,,,8704,102.0,102,,,,,,,,,,
,,,,,8816,112.0,112,,,,,,,,,,
,,,,,8892,76.0,76,,,,,,,,,,
,,,,,8980,88.0,88,,,,,,,,,,
,,,,,9000,,,-19.728078842163086,-0.8468478918075562,2.3632969856262207,18.02828598022461,18.31702995300293,0.08298889547586441,-0.4977755546569824,0.0003,0.0003,0.0829818919301033
,,,,,9067,87.0,87,,,,,,,,,,
,,,,,9148,81.0,81,,,,,,,,,,
,,,,,9235,87.0,87,,,,,,,,,,
,,,,,9323,88.0,88,,,,,,,,,,
,,,,,9406,83.0,83,,,,,,,,,,
,,,,,9543,137.0,137,,,,,,,,,,
,,,,,9609,66.0,66,,,,,,,,,,
,,,,,9695,86.0,86,,,,,,,,,,
,,,,,9770,75.0,75,,,,,,,,,,
,,,,,9844,74.0,74,,,,,,,,,,
,,,,,9911,67.0,67,,,,,,,,,,
,,,,,9984,73.0,73,,,,,,,,,,
71.8,6.823489,87.0,63.0,71.8,10000,,,-23.257217407226562,-0.8886382579803467,5.829981803894043,20.89576530456543,20.566791534423828,0.07533863186836243,-0.27482712268829346,0.0003,0.0003,0.07533138990402222
,,,,,10054,70.0,70,,,,,,,,,,
,,,,,10119,65.0,65,,,,,,,,,,
,,,,,10184,65.0,65,,,,,,,,,,
,,,,,10270,86.0,86,,,,,,,,,,
,,,,,10337,67.0,67,,,,,,,,,,
,,,,,10423,86.0,86,,,,,,,,,,
,,,,,10497,74.0,74,,,,,,,,,,
,,,,,10569,72.0,72,,,,,,,,,,
,,,,,10640,71.0,71,,,,,,,,,,
,,,,,10706,66.0,66,,,,,,,,,,
,,,,,10809,103.0,103,,,,,,,,,,
,,,,,10873,64.0,64,,,,,,,,,,
,,,,,10941,68.0,68,,,,,,,,,,
,,,,,11000,,,-28.204862594604492,-0.4851875305175781,4.661282539367676,26.7238826751709,26.70564079284668,0.06818708032369614,-1.448148488998413,0.0003,0.0003,0.06817944347858429
,,,,,11024,83.0,83,,,,,,,,,,
,,,,,11105,81.0,81,,,,,,,,,,
,,,,,11175,70.0,70,,,,,,,,,,
,,,,,11237,62.0,62,,,,,,,,,,
,,,,,11312,75.0,75,,,,,,,,,,
,,,,,11379,67.0,67,,,,,,,,,,
,,,,,11447,68.0,68,,,,,,,,,,
,,,,,11517,70.0,70,,,,,,,,,,
,,,,,11580,63.0,63,,,,,,,,,,
,,,,,11648,68.0,68,,,,,,,,,,
,,,,,11704,56.0,56,,,,,,,,,,
,,,,,11763,59.0,59,,,,,,,,,,
,,,,,11829,66.0,66,,,,,,,,,,
,,,,,11902,73.0,73,,,,,,,,,,
,,,,,11979,77.0,77,,,,,,,,,,
,,,,,12000,,,-31.839157104492188,-0.4743872880935669,4.5797224044799805,29.18069839477539,28.95849609375,0.06203407049179077,-0.8602584004402161,0.0003,0.0003,0.06202993169426918
,,,,,12051,72.0,72,,,,,,,,,,
,,,,,12126,75.0,75,,,,,,,,,,
,,,,,12196,70.0,70,,,,,,,,,,
,,,,,12252,56.0,56,,,,,,,,,,
,,,,,12318,66.0,66,,,,,,,,,,
,,,,,12393,75.0,75,,,,,,,,,,
,,,,,12450,57.0,57,,,,,,,,,,
,,,,,12524,74.0,74,,,,,,,,,,
,,,,,12585,61.0,61,,,,,,,,,,
,,,,,12664,79.0,79,,,,,,,,,,
,,,,,12741,77.0,77,,,,,,,,,,
,,,,,12816,75.0,75,,,,,,,,,,
,,,,,12901,85.0,85,,,,,,,,,,
,,,,,12981,80.0,80,,,,,,,,,,
,,,,,13000,,,-33.81578826904297,-0.8071274757385254,4.14553165435791,31.162097930908203,31.159595489501953,0.057044774293899536,-0.6322680115699768,0.0003,0.0003,0.05703941732645035
,,,,,13079,98.0,98,,,,,,,,,,
,,,,,13182,103.0,103,,,,,,,,,,
,,,,,13253,71.0,71,,,,,,,,,,
,,,,,13329,76.0,76,,,,,,,,,,
,,,,,13396,67.0,67,,,,,,,,,,
,,,,,13494,98.0,98,,,,,,,,,,
,,,,,13542,48.0,48,,,,,,,,,,
,,,,,13621,79.0,79,,,,,,,,,,
,,,,,13680,59.0,59,,,,,,,,,,
,,,,,13735,55.0,55,,,,,,,,,,
,,,,,13785,50.0,50,,,,,,,,,,
,,,,,13839,54.0,54,,,,,,,,,,
,,,,,13886,47.0,47,,,,,,,,,,
,,,,,13937,51.0,51,,,,,,,,,,
,,,,,13983,46.0,46,,,,,,,,,,
,,,,,14000,,,-38.48513412475586,-0.7055285573005676,9.46892261505127,35.95374298095703,35.60245895385742,0.05313248187303543,-0.9019186496734619,0.0003,0.0003,0.05312959477305412
,,,,,14037,54.0,54,,,,,,,,,,
,,,,,14089,52.0,52,,,,,,,,,,
,,,,,14135,46.0,46,,,,,,,,,,
,,,,,14186,51.0,51,,,,,,,,,,
,,,,,14237,51.0,51,,,,,,,,,,
,,,,,14286,49.0,49,,,,,,,,,,
,,,,,14335,49.0,49,,,,,,,,,,
,,,,,14384,49.0,49,,,,,,,,,,
,,,,,14429,45.0,45,,,,,,,,,,
,,,,,14475,46.0,46,,,,,,,,,,
,,,,,14521,46.0,46,,,,,,,,,,
,,,,,14568,47.0,47,,,,,,,,,,
,,,,,14615,47.0,47,,,,,,,,,,
,,,,,14664,49.0,49,,,,,,,,,,
,,,,,14711,47.0,47,,,,,,,,,,
,,,,,14761,50.0,50,,,,,,,,,,
,,,,,14813,52.0,52,,,,,,,,,,
,,,,,14862,49.0,49,,,,,,,,,,
,,,,,14912,50.0,50,,,,,,,,,,
,,,,,14960,48.0,48,,,,,,,,,,
52.0,2.4494898,57.0,48.0,52.0,15000,,,-40.123191833496094,-1.0415898561477661,14.301948547363281,38.53998565673828,38.99630355834961,0.053083937615156174,0.20768257975578308,0.0003,0.0003,0.0530850887298584
,,,,,15009,49.0,49,,,,,,,,,,
,,,,,15061,52.0,52,,,,,,,,,,
,,,,,15111,50.0,50,,,,,,,,,,
,,,,,15161,50.0,50,,,,,,,,,,
,,,,,15217,56.0,56,,,,,,,,,,
,,,,,15279,62.0,62,,,,,,,,,,
,,,,,15330,51.0,51,,,,,,,,,,
,,,,,15382,52.0,52,,,,,,,,,,
,,,,,15445,63.0,63,,,,,,,,,,
,,,,,15498,53.0,53,,,,,,,,,,
,,,,,15556,58.0,58,,,,,,,,,,
,,,,,15623,67.0,67,,,,,,,,,,
,,,,,15680,57.0,57,,,,,,,,,,
,,,,,15740,60.0,60,,,,,,,,,,
,,,,,15804,64.0,64,,,,,,,,,,
,,,,,15863,59.0,59,,,,,,,,,,
,,,,,15934,71.0,71,,,,,,,,,,
,,,,,15998,64.0,64,,,,,,,,,,
,,,,,16000,,,-42.07969665527344,-1.1676887273788452,6.766994953155518,38.39616012573242,38.23460388183594,0.053787048906087875,0.1681072860956192,0.0003,0.0003,0.05378665030002594
,,,,,16059,61.0,61,,,,,,,,,,
,,,,,16132,73.0,73,,,,,,,,,,
,,,,,16205,73.0,73,,,,,,,,,,
,,,,,16269,64.0,64,,,,,,,,,,
,,,,,16335,66.0,66,,,,,,,,,,
,,,,,16397,62.0,62,,,,,,,,,,
,,,,,16469,72.0,72,,,,,,,,,,
,,,,,16536,67.0,67,,,,,,,,,,
,,,,,16612,76.0,76,,,,,,,,,,
,,,,,16681,69.0,69,,,,,,,,,,
,,,,,16769,88.0,88,,,,,,,,,,
,,,,,16852,83.0,83,,,,,,,,,,
,,,,,16929,77.0,77,,,,,,,,,,
,,,,,17000,,,-46.82451629638672,-0.8265053629875183,4.632219314575195,45.29490280151367,45.230003356933594,0.05234435945749283,-0.44089481234550476,0.0003,0.0003,0.05234222486615181
,,,,,17008,79.0,79,,,,,,,,,,
,,,,,17105,97.0,97,,,,,,,,,,
,,,,,17183,78.0,78,,,,,,,,,,
,,,,,17269,86.0,86,,,,,,,,,,
,,,,,17369,100.0,100,,,,,,,,,,
,,,,,17480,111.0,111,,,,,,,,,,
,,,,,17569,89.0,89,,,,,,,,,,
,,,,,17676,107.0,107,,,,,,,,,,
,,,,,17742,66.0,66,,,,,,,,,,
,,,,,17887,145.0,145,,,,,,,,,,
,,,,,17975,88.0,88,,,,,,,,,,
,,,,,18000,,,-49.360755920410156,-1.0053532123565674,5.175937175750732,44.58554458618164,44.4762077331543,0.050279032438993454,0.1325313001871109,0.0003,0.0003,0.050277870148420334
,,,,,18045,70.0,70,,,,,,,,,,
,,,,,18129,84.0,84,,,,,,,,,,
,,,,,18213,84.0,84,,,,,,,,,,
,,,,,18298,85.0,85,,,,,,,,,,
,,,,,18375,77.0,77,,,,,,,,,,
,,,,,18451,76.0,76,,,,,,,,,,
,,,,,18538,87.0,87,,,,,,,,,,
,,,,,18650,112.0,112,,,,,,,,,,
,,,,,18799,149.0,149,,,,,,,,,,
,,,,,18914,115.0,115,,,,,,,,,,
,,,,,19000,,,-50.277137756347656,-1.1194078922271729,21.58028221130371,47.75762176513672,47.473243713378906,0.04857320338487625,0.3409852087497711,0.0003,0.0003,0.04857229068875313
,,,,,19034,120.0,120,,,,,,,,,,
,,,,,19131,97.0,97,,,,,,,,,,
,,,,,19272,141.0,141,,,,,,,,,,
,,,,,19484,212.0,212,,,,,,,,,,
,,,,,19592,108.0,108,,,,,,,,,,
,,,,,19701,109.0,109,,,,,,,,,,
,,,,,19813,112.0,112,,,,,,,,,,
,,,,,19969,156.0,156,,,,,,,,,,
203.3,62.954033,325.0,118.0,203.3,20000,,,-53.51329803466797,-0.9201614260673523,9.938414573669434,50.570030212402344,50.24121856689453,0.04750905558466911,-0.2622888684272766,0.0003,0.0003,0.047508612275123596
,,,,,20220,251.0,251,,,,,,,,,,
,,,,,20446,226.0,226,,,,,,,,,,
,,,,,20900,454.0,454,,,,,,,,,,
,,,,,21000,,,-56.371849060058594,-0.9529219269752502,4.311727046966553,53.155025482177734,53.28816604614258,0.04660257697105408,-0.23689016699790955,0.0003,0.0003,0.04660286754369736
,,,,,21900,1000.0,1000,,,,,,,,,,
,,,,,22000,,,-56.567012786865234,-1.3846375942230225,11.38885498046875,52.92192077636719,53.070762634277344,0.046270065009593964,0.9878658652305603,0.0003,0.0003,0.04626985639333725
,,,,,22226,326.0,326,,,,,,,,,,
,,,,,22388,162.0,162,,,,,,,,,,
,,,,,22518,130.0,130,,,,,,,,,,
,,,,,22635,117.0,117,,,,,,,,,,
,,,,,22718,83.0,83,,,,,,,,,,
,,,,,22811,93.0,93,,,,,,,,,,
,,,,,22895,84.0,84,,,,,,,,,,
,,,,,22982,87.0,87,,,,,,,,,,
,,,,,23000,,,-60.10737228393555,-1.1543185710906982,4.307065010070801,56.47795486450195,56.63068389892578,0.047355834394693375,0.7740034461021423,0.0003,0.0003,0.047359492629766464
,,,,,23105,123.0,123,,,,,,,,,,
,,,,,23203,98.0,98,,,,,,,,,,
,,,,,23291,88.0,88,,,,,,,,,,
,,,,,23406,115.0,115,,,,,,,,,,
,,,,,23530,124.0,124,,,,,,,,,,
,,,,,23619,89.0,89,,,,,,,,,,
,,,,,23713,94.0,94,,,,,,,,,,
,,,,,23809,96.0,96,,,,,,,,,,
,,,,,23905,96.0,96,,,,,,,,,,
,,,,,23992,87.0,87,,,,,,,,,,
,,,,,24000,,,-62.425418853759766,-1.222753882408142,27.860048294067383,59.73725891113281,59.74292755126953,0.05151676759123802,0.5755952596664429,0.0003,0.0003,0.05152203515172005
,,,,,24091,99.0,99,,,,,,,,,,
,,,,,24184,93.0,93,,,,,,,,,,
,,,,,24280,96.0,96,,,,,,,,,,
,,,,,24381,101.0,101,,,,,,,,,,
,,,,,24497,116.0,116,,,,,,,,,,
,,,,,24611,114.0,114,,,,,,,,,,
,,,,,24716,105.0,105,,,,,,,,,,
,,,,,24829,113.0,113,,,,,,,,,,
,,,,,24930,101.0,101,,,,,,,,,,
103.5,3.905125,112.0,98.0,103.5,25000,,,-63.805633544921875,-1.1615110635757446,20.347660064697266,61.77885055541992,60.9209098815918,0.05572058632969856,0.7433639764785767,0.0003,0.0003,0.05572352185845375
,,,,,25038,108.0,108,,,,,,,,,,
,,,,,25134,96.0,96,,,,,,,,,,
,,,,,25236,102.0,102,,,,,,,,,,
,,,,,25333,97.0,97,,,,,,,,,,
,,,,,25443,110.0,110,,,,,,,,,,
,,,,,25569,126.0,126,,,,,,,,,,
,,,,,25670,101.0,101,,,,,,,,,,
,,,,,25777,107.0,107,,,,,,,,,,
,,,,,25896,119.0,119,,,,,,,,,,
,,,,,26000,,,-64.1822280883789,-1.417625069618225,11.104394912719727,59.36249542236328,59.19063949584961,0.05998113006353378,0.9575515389442444,0.0003,0.0003,0.05998825281858444
,,,,,26896,1000.0,1000,,,,,,,,,,
,,,,,26982,86.0,86,,,,,,,,,,
,,,,,27000,,,-65.39173889160156,-1.2003037929534912,9.540817260742188,62.525455474853516,62.418373107910156,0.06382772326469421,0.23419836163520813,0.0003,0.0003,0.06383177638053894
,,,,,27059,77.0,77,,,,,,,,,,
,,,,,27150,91.0,91,,,,,,,,,,
,,,,,27318,168.0,168,,,,,,,,,,
,,,,,28000,,,-66.13616180419922,-1.3017065525054932,15.740017890930176,63.58039093017578,63.13290786743164,0.06823572516441345,0.6985970139503479,0.0003,0.0003,0.06824073195457458
,,,,,28318,1000.0,1000,,,,,,,,,,
